"","Provider_Number","FUH.30_.","FUH.30_Numerator","FUH.30_Denominator","FUH.7_.","FUH.7_Numerator","FUH.7_Denominator","HBIPS.2_Overall_Rate_Per_1000","HBIPS.2_Overall_Num","HBIPS.2_Overall_Den","HBIPS.3_Overall_Rate_Per_1000","HBIPS.3_Overall_Num","HBIPS.3_Overall_Den","HBIPS.5_Overall_._of_Total","HBIPS.5_Overall_Num","HBIPS.5_Overall_Den","SUB.1_.","SUB.1_Numerator","SUB.1_Denominator","SUB.2_.","SUB.2_Numerator","SUB.2_Denominator","SUB.2a_.","SUB.2a_Numerator","SUB.2a_Denominator","TOB.1_.","TOB.1_Numerator","TOB.1_Denominator","TOB.2_.","TOB.2_Numerator","TOB.2_Denominator","TOB.2a_.","TOB.2a_Numerator","TOB.2a_Denominator","TOB.3_.","TOB.3_Numerator","TOB.3_Denominator","TOB.3a_.","TOB.3a_Numerator","TOB.3a_Denominator","PEoC_Assessed_Response","EHR_Use_Response","HIE_Response","IMM.2_.","IMM.2_Numerator","IMM.2_Denominator","HCP_.","HCP_Numerator","HCP_Denominator"
"1579",490126,"37.68","26","69","18.84","13","69","0.06","6.27","4222","0.00",".08","4222","Not Available","Not Available","Not Available","100.00%","312","312","86.36%","19","22","86.36%","19","22","100.00%","337","337","100.00%","71","71","69.01%","49","71","31.03%","18","58","29.31%","17","58","Yes","Certified EHR Technology","Yes","100.00%","193","193","83%","55","66"
"1580",490141,"58.14","50","86","30.23","26","86","0.00",".13","7624","0.00",".48","7624","Not Available","Not Available","Not Available","100.00%","665","665","100.00%","160","160","99.38%","159","160","100.00%","796","796","99.78%","444","445","53.71%","239","445","96.03%","387","403","77.42%","312","403","Yes","Certified EHR Technology","Yes","100.00%","387","387","80%","59","74"
"1581",491303,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","1525","0.00","0","1525","Not Available","Not Available","Not Available","99.21%","126","127","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","99.19%","123","124","100.00%","32","32","Not Available","Not Available","Not Available","37.50%","12","32","Not Available","Not Available","Not Available","No","Paper or Other Form","Yes","100.00%","92","92","100%","25","25"
"1582",491308,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","2.25","45168","0.01","11.56","45168","100.00%","14","14","99.42%","172","173","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","99.54%","215","216","98.95%","94","95","76.84%","73","95","72.34%","68","94","55.32%","52","94","Yes","Paper or Other Form","No","85.82%","115","134","100%","17","17"
"1583",494010,"33.33","12","36","Not Available","Not Available","Not Available","0.22","188.37","36327","0.25","222.05","36327","52.88%","55","104","99.44%","716","720","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","57.06%","465","815","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00%","0","229","0.00%","0","229","Yes","Paper or Other Form","No","68.84%","327","475","91%","367","403"
"1584",494017,"51.02","25","49","Not Available","Not Available","Not Available","0.06","27.23","18706","1.96","877.72","18706","81.48%","66","81","36.45%","117","321","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","59.63%","195","327","60.45%","81","134","41.79%","56","134","Not Available","Not Available","Not Available","0.00%","0","134","Yes","Paper or Other Form","No","33.33%","53","159","76%","175","231"
"1585",494021,"66.13","41","62","40.32","25","62","2.59","1515.47","24339","0.48","283.12","24339","61.90%","26","42","95.68%","443","463","59.21%","45","76","53.95%","41","76","99.40%","497","500","60.23%","156","259","10.04%","26","259","58.85%","143","243","Not Available","Not Available","Not Available","No","Certified EHR Technology","No","38.94%","88","226","96%","799","828"
"1586",494022,"56.61","137","242","24.38","59","242","0.04","33.35","32376","0.08","61.11","32376","Not Available","0","0","100.00%","371","371","100.00%","90","90","84.44%","76","90","100.00%","384","384","100.00%","191","191","Not Available","Not Available","Not Available","46.77%","87","186","0.00%","0","186","Yes","Paper or Other Form","Yes","100.00%","397","397","89%","494","558"
"1587",494023,"66.67","60","90","46.67","42","90","0.04","36.98","35404","0.10","82.28","35404","Not Available","Not Available","Not Available","99.36%","625","629","93.13%","122","131","86.26%","113","131","100.00%","773","773","96.64%","259","268","47.76%","128","268","68.50%","137","200","37.50%","75","200","Yes","Certified EHR Technology","Yes","98.69%","377","382","95%","318","335"
"1588",494025,"59.09","182","308","28.57","88","308","0.08","52.76","28404","0.02","13.93","28404","71.23%","52","73","99.40%","825","830","88.80%","214","241","75.93%","183","241","98.68%","899","911","93.42%","454","486","38.27%","186","486","63.74%","283","444","0.00%","0","444","Yes","Paper or Other Form","No","91.51%","399","436","66%","190","287"
"1589",494029,"49.21","31","63","26.98","17","63","3.00","1986.75","27572","3.40","2250.25","27572","66.67%","18","27","95.50%","530","555","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","94.41%","608","644","50.92%","193","379","44.85%","170","379","7.23%","24","332","Not Available","Not Available","Not Available","No","Paper or Other Form","No","88.82%","294","331","96%","593","620"
"1590",494032,"52.57","92","175","30.29","53","175","0.06","28.8","18838","0.14","64.2","18838","89.33%","67","75","97.75%","261","267","52.50%","21","40","47.50%","19","40","99.66%","294","295","45.93%","62","135","41.48%","56","135","Not Available","Not Available","Not Available","0.00%","0","127","Yes","Paper or Other Form","No","9.31%","23","247","77%","174","226"
"1591",500001,"60.00","42","70","34.29","24","70","5.78","1347.4","9719","0.00","0","9719","90.00%","18","20","100.00%","272","272","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","99.65%","281","282","100.00%","31","31","Not Available","Not Available","Not Available","65.38%","17","26","Not Available","Not Available","Not Available","No","Paper or Other Form","No","100.00%","139","139","85%","151","177"
"1592",500008,"53.13","34","64","25.00","16","64","0.04","4.08","4277","0.00","0","4230","Not Available","Not Available","Not Available","99.76%","416","417","41.60%","52","125","39.20%","49","125","99.78%","448","449","68.29%","112","164","20.12%","33","164","29.61%","45","152","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","98.67%","223","226","93%","91","98"
"1593",500015,"48.00","24","50","Not Available","Not Available","Not Available","0.00",".1","12763","0.00",".1","12763","Not Available","Not Available","Not Available","96.87%","371","383","91.67%","11","12","Not Available","Not Available","Not Available","99.71%","343","344","90.82%","89","98","31.63%","31","98","82.95%","73","88","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","97.62%","287","294","96%","213","222"
"1594",500024,"65.18","73","112","38.39","43","112","0.55","75.38","5714","0.16","22.03","5714","57.78%","26","45","94.19%","503","534","40.14%","57","142","40.14%","57","142","93.81%","530","565","0.00%","0","259","0.00%","0","259","0.00%","0","229","0.00%","0","229","No","Paper or Other Form","No","96.67%","261","270","90%","43","48"
"1595",500027,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","89%","55","62"
"1596",500030,"57.33","43","75","32.00","24","75","0.41","48.93","4982","0.36","43.38","4982","Not Available","Not Available","Not Available","78.49%","219","279","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","91.94%","285","310","27.46%","39","142","23.94%","34","142","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","77.11%","155","201","90%","54","60"
"1597",500036,"58.70","27","46","30.43","14","46","0.00","0","3793","0.00","0","3793","Not Available","Not Available","Not Available","93.68%","178","190","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","96.24%","205","213","45.83%","44","96","26.04%","25","96","16.90%","12","71","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","78.70%","85","108","100%","32","32"
"1598",500051,"67.21","41","61","45.90","28","61","0.60","53.5","3735","0.02","1.88","3735","Not Available","Not Available","Not Available","100.00%","467","467","51.85%","28","54","44.44%","24","54","99.83%","573","574","56.00%","84","150","22.00%","33","150","25.17%","36","143","16.08%","23","143","Yes","Certified EHR Technology","Yes","99.09%","328","331","96%","22","23"
"1599",500054,"38.36","28","73","16.44","12","73","10.08","2677.22","11064","10.88","2889.15","11064","68.18%","15","22","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","88.36%","129","146","96%","108","113"
"1600",500064,"32.65","48","147","13.61","20","147","4.45","2612.47","24461","16.19","9506.48","24461","92.63%","88","95","97.33%","437","449","63.41%","52","82","57.32%","47","82","99.12%","450","454","83.53%","142","170","17.65%","30","170","19.12%","26","136","0.00%","0","136","Yes","Certified EHR Technology","Yes","89.26%","241","270","83%","204","247"
"1601",504002,"36.65","129","352","19.60","69","352","0.10","137","54644","0.15","195.4","54644","18.33%","11","60","74.11%","564","761","43.81%","85","194","42.78%","83","194","91.70%","729","795","55.59%","204","367","15.26%","56","367","9.90%","30","303","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","63.09%","335","531","91%","846","931"
"1602",504003,"18.70","23","123","11.38","14","123","1.10","7235.07","274199","0.52","3453.91","274199","43.90%","72","164","95.34%","695","729","37.97%","30","79","21.52%","17","79","96.03%","702","731","60.90%","95","156","Not Available","Not Available","Not Available","7.79%","12","154","0.00%","0","154","Yes","Paper or Other Form","No","20.76%","71","342","45%","1354","3019"
"1603",504004,"47.17","50","106","17.92","19","106","0.16","390.48","99024","4.69","11154.37","99024","89.25%","83","93","29.88%","153","512","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","99.42%","511","514","59.09%","117","198","46.97%","93","198","0.00%","0","197","0.00%","0","197","Yes","Paper or Other Form","No","78.24%","169","216","62%","638","1028"
"1604",504008,"58.90","43","73","31.51","23","73","0.07","10.28","5975","1.62","232.27","5975","28.28%","28","99","81.90%","380","464","0.00%","0","110","0.00%","0","110","99.38%","480","483","8.43%","21","249","7.23%","18","249","Not Available","Not Available","Not Available","0.00%","0","214","Yes","Paper or Other Form","No","50.83%","122","240","67%","132","197"
"1605",504009,"35.77","44","123","14.63","18","123","0.55","336.55","25527","0.55","339.55","25527","Not Available","Not Available","Not Available","80.84%","270","334","45.83%","11","24","Not Available","Not Available","Not Available","98.66%","369","374","87.00%","174","200","36.00%","72","200","62.61%","72","115","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","0.00%","0","32","69%","589","854"
"1606",504011,"33.59","44","131","13.74","18","131","0.15","133.4","38207","0.43","394.22","38207","Not Available","Not Available","Not Available","94.54%","450","476","66.23%","102","154","56.49%","87","154","99.44%","531","534","60.73%","167","275","42.55%","117","275","22.00%","55","250","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","96.23%","255","265","95%","311","326"
"1607",510001,"72.57","82","113","42.48","48","113","0.22","56.32","10646","Not Available","0","0","100.00%","14","14","84.39%","265","314","98.72%","77","78","98.72%","77","78","92.44%","367","397","27.96%","111","397","27.20%","108","397","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","96.53%","278","288","98%","219","223"
"1608",510007,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.31","17.25","2299","0.00","0","2299","Not Available","Not Available","Not Available","97.39%","112","115","100.00%","22","22","95.45%","21","22","97.46%","115","118","97.06%","66","68","73.53%","50","68","23.53%","12","51","0.00%","0","51","Yes","Paper or Other Form","No","97.83%","90","92","88%","36","41"
"1609",510008,"56.52","39","69","23.19","16","69","0.00","0","3767","0.00","0","3767","Not Available","Not Available","Not Available","95.32%","387","406","98.08%","102","104","98.08%","102","104","99.26%","536","540","72.42%","239","330","67.88%","224","330","9.94%","32","322","9.32%","30","322","Yes","Certified EHR Technology","Yes","96.27%","361","375","100%","41","41"
