"Hospital.Name","Provider.ID","ED_1b","ED_2b","EDV","IMM_2","IMM_3_OP_27_FAC_ADHPCT","OP_1","OP_18b","OP_2","OP_20","OP_21","OP_22","OP_23","OP_29","OP_30","OP_31","OP_33","OP_3b","OP_4","OP_5","PC_01","VTE_6"
"RIDGECREST REGIONAL HOSPITAL",51333,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"RIDGEVIEW MEDICAL CENTER",240056,"236","63","High (40,000 - 59,999 patients annually)","89","76","Not Available","160","Not Available","32","42","1","73","100","100","Not Available","Not Available","Not Available","96","9","5","Not Available"
"RIDGEVIEW SIBLEY MEDICAL CENTER",241311,"236","2","Not Available","52","79","Not Available","222","Not Available","15","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"RINGGOLD COUNTY HOSPITAL",161373,"155","14","Low (0 - 19,999 patients annually)","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"RIO GRANDE HOSPITAL",61301,"174","36","Not Available","71","97","Not Available","Not Available","Not Available","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100","8","Not Available","Not Available"
"RIO GRANDE REGIONAL HOSPITAL",450711,"286","141","Very High (60,000+ patients annually)","100","83","Not Available","109","Not Available","8","31","1","78","96","97","Not Available","Not Available","Not Available","86","14","2","0"
"RIPON MEDICAL CENTER",521321,"182","45","Not Available","98","99","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"RIVER FALLS AREA HOSPITAL",521349,"154","70","Low (0 - 19,999 patients annually)","97","81","Not Available","87","Not Available","7","30","0","Not Available","97","100","Not Available","Not Available","Not Available","100","6","29","Not Available"
"RIVER HOSPITAL, INC",331309,"315","12","Not Available","100","97","Not Available","Not Available","Not Available","Not Available","98","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","96","14","Not Available","Not Available"
"RIVER VALLEY MEDICAL CENTER",41302,"Not Available","Not Available","Low (0 - 19,999 patients annually)","59","48","Not Available","71","Not Available","20","Not Available","2","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100","8","Not Available","Not Available"
"RIVER'S EDGE HOSPITAL & CLINIC",241334,"204","44","Low (0 - 19,999 patients annually)","98","87","Not Available","110","Not Available","20","34","1","Not Available","100","96","Not Available","Not Available","Not Available","100","6","Not Available","Not Available"
"RIVERLAND MEDICAL CENTER",191318,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"RIVERSIDE COMMUNITY HOSPITAL",50022,"428","248","Very High (60,000+ patients annually)","100","59","Not Available","174","Not Available","8","23","1","95","90","100","Not Available","12","Not Available","100","4","0","0"
"RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG",490143,"206","60","High (40,000 - 59,999 patients annually)","100","99","Not Available","133","Not Available","23","33","0","45","94","70","Not Available","Not Available","Not Available","100","10","Not Available","Not Available"
"RIVERSIDE MEDICAL CENTER",140186,"220","71","High (40,000 - 59,999 patients annually)","79","94","Not Available","154","Not Available","15","31","2","Not Available","32","75","Not Available","Not Available","Not Available","Not Available","Not Available","0","Not Available"
"RIVERSIDE MEDICAL CENTER",191313,"277","70","Not Available","76","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"RIVERSIDE METHODIST HOSPITAL",360006,"292","120","Very High (60,000+ patients annually)","98","91","Not Available","230","Not Available","16","75","0","Not Available","94","100","Not Available","92","Not Available","Not Available","Not Available","1","1"
"RIVERSIDE REGIONAL MEDICAL CENTER",490052,"312","122","Very High (60,000+ patients annually)","99","98","Not Available","208","Not Available","43","27","3","Not Available","92","61","Not Available","95","Not Available","Not Available","Not Available","2","0"
"RIVERSIDE SHORE MEMORIAL HOSPITAL",490037,"254","94","Low (0 - 19,999 patients annually)","98","97","Not Available","136","Not Available","15","28","0","Not Available","79","74","Not Available","86","Not Available","93","6","0","Not Available"
"RIVERSIDE TAPPAHANNOCK HOSPITAL",490084,"267","77","Low (0 - 19,999 patients annually)","100","95","Not Available","134","Not Available","19","34","2","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","95","9","Not Available","Not Available"
"RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER",50292,"635","310","Very High (60,000+ patients annually)","83","77","Not Available","239","Not Available","68","124","7","95","Not Available","Not Available","Not Available","Not Available","66","91","4","0","6"
"RIVERSIDE WALTER REED HOSPITAL",490130,"284","128","Medium (20,000 - 39,999 patients annually)","96","94","Not Available","137","Not Available","39","38","1","Not Available","98","97","Not Available","86","Not Available","98","9","Not Available","Not Available"
"RIVERTON HOSPITAL",460058,"250","71","Medium (20,000 - 39,999 patients annually)","97","98","Not Available","156","Not Available","19","40","0","Not Available","100","100","Not Available","Not Available","37","98","6","0","Not Available"
"RIVERVIEW HEALTH",150059,"173","54","Medium (20,000 - 39,999 patients annually)","100","91","Not Available","96","Not Available","12","40","1","Not Available","84","98","Not Available","65","Not Available","92","11","1","Not Available"
"RIVERVIEW HOSPITAL",241320,"181","42","Low (0 - 19,999 patients annually)","96","85","Not Available","81","Not Available","9","36","0","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","91","14","Not Available","Not Available"
"RIVERVIEW MEDICAL CENTER",310034,"350","129","Medium (20,000 - 39,999 patients annually)","100","85","Not Available","184","Not Available","23","51","1","Not Available","96","91","Not Available","90","Not Available","Not Available","Not Available","4","0"
"RIVERVIEW REGIONAL MEDICAL CENTER",10046,"176","49","Medium (20,000 - 39,999 patients annually)","96","82","Not Available","118","Not Available","18","65","3","Not Available","32","67","Not Available","Not Available","Not Available","100","3","Not Available","Not Available"
"RIVERVIEW REGIONAL MEDICAL CENTER",441307,"174","41","Low (0 - 19,999 patients annually)","99","97","Not Available","114","Not Available","5","23","0","Not Available","88","97","Not Available","Not Available","Not Available","99","5","Not Available","Not Available"
"RIVERWOOD HEALTHCARE CENTER",241305,"185","55","Low (0 - 19,999 patients annually)","96","83","Not Available","102","Not Available","29","65","2","Not Available","Not Available","Not Available","Not Available","Not Available","68","100","6","0","Not Available"
"RMC JACKSONVILLE",10146,"263","58","Low (0 - 19,999 patients annually)","100","91","Not Available","149","Not Available","32","72","1","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","93","9","Not Available","Not Available"
"ROANE GENERAL HOSPITAL",511306,"255","58","Low (0 - 19,999 patients annually)","94","95","Not Available","118","Not Available","20","62","1","Not Available","98","98","Not Available","Not Available","Not Available","93","8","Not Available","Not Available"
"ROANE MEDICAL CENTER",440031,"265","85","Medium (20,000 - 39,999 patients annually)","100","98","Not Available","155","Not Available","26","62","2","Not Available","69","87","Not Available","Not Available","57","95","10","Not Available","Not Available"
"ROBERT PACKER HOSPITAL",390079,"274","92","Medium (20,000 - 39,999 patients annually)","96","98","Not Available","157","Not Available","20","51","1","Not Available","94","98","Not Available","81","Not Available","Not Available","Not Available","4","0"
"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL",310038,"417","204","Very High (60,000+ patients annually)","100","81","Not Available","168","Not Available","34","49","0","Not Available","90","88","Not Available","84","Not Available","Not Available","Not Available","1","0"
"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY",310024,"322","145","Medium (20,000 - 39,999 patients annually)","94","67","Not Available","118","Not Available","18","26","0","Not Available","59","96","Not Available","Not Available","Not Available","100","14","Not Available","Not Available"
"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON",310110,"351","122","High (40,000 - 59,999 patients annually)","95","98","Not Available","177","Not Available","36","40","1","64","81","94","Not Available","54","Not Available","100","11","Not Available","0"
"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET",310048,"391","148","High (40,000 - 59,999 patients annually)","97","95","Not Available","221","Not Available","32","56","0","Not Available","85","61","Not Available","Not Available","Not Available","Not Available","Not Available","2","0"
