"Hospital.Name","Provider.ID","OP_10","OP_11","OP_13","OP_14","OP_8","OP_9"
"ST JOSEPH'S HOSPITAL",511321,"24.4","0.0","6.1","1.0","Not Available","8.0"
"ST JOSEPH'S HOSPITAL - SAVANNAH",110043,"16.2","0.0","4.3","0.9","Not Available","7.2"
"ST JOSEPH'S HOSPITAL HEALTH CENTER",330140,"0.9","0.0","2.1","1.6","Not Available","Not Available"
"ST JOSEPH'S HOSPITAL, INC",330108,"2.9","0.0","Not Available","1.0","51.9","Not Available"
"ST JOSEPH'S MEDICAL CENTER",330006,"4.9","0.0","1.7","Not Available","Not Available","6.5"
"ST JOSEPH'S MEDICAL CENTER OF STOCKTON",50084,"7.6","0.5","Not Available","1.5","40.9","9.1"
"ST JOSEPH'S REGIONAL MEDICAL CENTER",310019,"11.6","3.4","5.8","1.8","34.9","9.9"
"ST JOSEPHS AREA  HEALTH SERVICES",241380,"2.2","0.0","1.8","Not Available","Not Available","4.2"
"ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND",520063,"5.6","3.9","7.0","0.7","35.4","7.6"
"ST JOSEPHS HOSPITAL",100075,"1.3","3.1","5.1","1.1","Not Available","9.8"
"ST JOSEPHS HOSPITAL",140145,"2.5","3.3","3.1","Not Available","Not Available","8.4"
"ST JOSEPHS HOSPITAL",520017,"3.2","0.0","Not Available","Not Available","Not Available","7.5"
"ST JUDE CHILDRENS RESEARCH HOSPITAL",443302,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ST JUDE MEDICAL CENTER",50168,"8.6","1.6","4.5","0.5","29.7","7.4"
"ST LOUIS CHILDRENS HOSPITAL",263301,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ST LUCIE MEDICAL CENTER",100260,"2.6","0.7","Not Available","1.4","Not Available","6.3"
"ST LUKE COMMUNITY HOSPITAL",271325,"18.0","18.3","Not Available","Not Available","Not Available","14.7"
"ST LUKE HOSPITAL & LIVING CENTER",171356,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ST LUKE'S CORNWALL HOSPITAL",330264,"1.5","0.0","6.8","1.7","Not Available","Not Available"
"ST LUKE'S ELMORE MEDICAL CENTER",131311,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ST LUKE'S HOSPITAL",351325,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ST LUKE'S HOSPITAL",360090,"4.7","0.5","3.0","1.2","33.3","5.5"
"ST LUKE'S HOSPITAL - ANDERSON CAMPUS",390326,"4.3","0.4","5.5","2.3","34.4","6.9"
"ST LUKE'S HOSPITAL - MONROE CAMPUS",390330,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ST LUKE'S HOSPITAL AT THE VINTAGE",670075,"2.6","0.0","Not Available","0.4","Not Available","8.2"
"ST LUKE'S HOSPITAL BETHLEHEM",390049,"4.0","0.8","5.0","1.8","40.2","10.3"
"ST LUKE'S JEROME",131310,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ST LUKE'S MAGIC VALLEY RMC",130002,"9.9","0.1","4.3","1.8","38.5","8.0"
"ST LUKE'S MCCALL",131312,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ST LUKE'S MEDICAL CENTER",30037,"0.0","Not Available","Not Available","1.0","Not Available","Not Available"
"ST LUKE'S MINERS MEMORIAL HOSPITAL",390183,"1.9","0.5","2.5","1.6","Not Available","8.5"
"ST LUKE'S PATIENTS MEDICAL CENTER",670031,"3.7","0.4","Not Available","Not Available","47.5","6.2"
"ST LUKE'S QUAKERTOWN HOSPITAL",390035,"3.7","0.5","3.1","1.5","Not Available","7.2"
"ST LUKE'S REGIONAL MEDICAL CENTER",130006,"7.0","0.6","4.5","1.3","38.3","8.2"
"ST LUKE'S SUGAR LAND HOSPITAL",670053,"8.1","0.0","Not Available","1.3","Not Available","4.9"
"ST LUKE'S THE WOODLANDS HOSPITAL",450862,"9.2","1.4","7.8","0.8","Not Available","7.8"
"ST LUKE'S WARREN HOSPITAL",310060,"1.6","0.0","7.6","2.7","Not Available","10.1"
"ST LUKE'S WOOD RIVER MEDICAL CENTER",131323,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ST LUKES HOSPITAL",160045,"5.0","3.5","Not Available","0.4","33.3","6.9"
"ST LUKES HOSPITAL",240047,"6.9","0.0","4.4","Not Available","Not Available","7.4"
"ST LUKES HOSPITAL",260179,"3.2","0.8","4.3","1.5","39.0","7.9"
"ST LUKES HOSPITAL",341322,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ST LUKES HOSPITAL OF KANSAS CITY",260138,"0.0","14.4","3.6","1.6","Not Available","6.8"
"ST LUKES LAKESIDE HOSPITAL",670059,"20.6","13.1","Not Available","0.6","40.8","Not Available"
"ST LUKES REGIONAL MEDICAL CENTER",160146,"1.4","1.0","2.7","Not Available","41.7","5.9"
"ST MARGARETS HOSPITAL",140143,"5.4","0.0","4.0","Not Available","51.4","9.2"
"ST MARK'S HOSPITAL",460047,"4.2","0.3","4.2","1.9","47.1","4.7"
"ST MARKS MEDICAL CENTER",670004,"21.1","11.6","3.3","Not Available","Not Available","5.9"
"ST MARTIN HOSPITAL",191302,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ST MARY MEDICAL CENTER",50191,"9.7","4.7","2.9","Not Available","Not Available","5.6"
"ST MARY MEDICAL CENTER",50300,"3.9","2.3","4.0","0.6","Not Available","3.1"
"ST MARY MEDICAL CENTER",140064,"7.1","1.1","3.6","1.1","39.7","8.5"
"ST MARY MEDICAL CENTER",390258,"8.8","2.1","4.7","1.9","36.0","4.4"
"ST MARY MEDICAL CENTER INC",150034,"8.6","0.3","5.0","1.5","41.2","6.1"
"ST MARY MERCY HOSPITAL",230002,"4.6","0.2","2.0","1.3","34.7","8.2"
"ST MARY'S GENERAL HOSPITAL",310006,"14.6","9.2","Not Available","Not Available","Not Available","16.6"
"ST MARY'S GOOD SAMARITAN HOSPITAL",111329,"9.8","0.0","1.7","Not Available","Not Available","12.9"
"ST MARY'S HOSPITAL",110006,"5.6","0.0","4.0","1.4","43.3","6.7"
"ST MARY'S HOSPITAL",131321,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ST MARY'S HOSPITAL ( TROY )",330232,"1.9","0.0","4.4","Not Available","Not Available","14.6"
"ST MARY'S HOSPITAL AT AMSTERDAM",330047,"5.1","0.3","Not Available","4.4","Not Available","9.6"
"ST MARY'S MEDICAL CENTER",50457,"4.2","0.0","2.4","1.3","44.8","8.9"
"ST MARY'S MEDICAL CENTER",100288,"0.9","Not Available","Not Available","Not Available","Not Available","8.7"
"ST MARY'S MEDICAL CENTER",260193,"9.7","5.5","2.9","1.2","Not Available","11.2"
"ST MARY'S MEDICAL CENTER",510007,"2.3","0.1","2.1","1.6","40.7","8.6"
"ST MARY'S OF MICHIGAN MEDICAL CENTER",230077,"15.7","17.9","3.6","1.6","42.3","7.2"
"ST MARY'S REGIONAL MEDICAL CENTER",370026,"11.5","3.5","4.3","1.5","47.7","7.6"
"ST MARY'S SACRED HEART HOSPITAL, INC",110027,"9.9","6.4","5.3","Not Available","Not Available","13.8"
"ST MARYS  MEDICAL CENTER",60023,"9.9","0.0","5.7","0.9","38.2","7.0"
"ST MARYS HOSPITAL",140166,"8.3","2.6","3.0","2.2","43.4","8.9"
"ST MARYS HOSPITAL MEDICAL CTR",520097,"4.4","0.0","9.7","Not Available","43.9","6.2"
"ST MARYS REGIONAL MEDICAL CENTER",40041,"4.5","0.3","2.5","1.0","49.5","12.3"
"ST MARYS REGIONAL MEDICAL CENTER",200034,"5.6","0.2","9.6","1.3","36.5","7.5"
"ST MICHAEL'S HOSPITAL - CAH",431327,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ST NICHOLAS HOSPITAL",520044,"3.3","0.0","Not Available","0.5","Not Available","5.6"
"ST PATRICK HOSPITAL",270014,"9.6","0.2","2.9","1.0","43.1","4.5"
"ST PETER'S HOSPITAL",270003,"10.6","1.6","6.5","Not Available","49.5","9.7"
"ST PETER'S HOSPITAL",330057,"6.0","4.1","5.4","1.5","Not Available","16.5"
"ST PETERSBURG GENERAL HOSPITAL",100180,"6.8","1.8","Not Available","1.0","Not Available","6.5"
"ST RITA'S MEDICAL CENTER",360066,"8.9","0.5","3.5","2.8","38.1","10.1"
"ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS",290012,"0.2","0.0","0.0","2.4","Not Available","2.9"
"ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS",290053,"1.2","1.7","7.4","Not Available","Not Available","Not Available"
"ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS",290045,"0.8","1.6","5.3","2.2","Not Available","5.1"
"ST ROSE HOSPITAL",50002,"1.6","11.5","Not Available","0.5","Not Available","7.1"
"ST TAMMANY PARISH HOSPITAL",190045,"20.5","6.5","5.7","1.4","32.1","13.8"
"ST VINCENT ANDERSON REGIONAL HOSPITAL INC",150088,"3.8","0.5","5.4","0.8","41.0","9.9"
"ST VINCENT CARMEL HOSPITAL INC",150157,"4.4","0.0","Not Available","Not Available","38.9","9.3"
"ST VINCENT CHARITY MEDICAL CENTER",360037,"2.5","0.0","3.4","Not Available","40.4","13.3"
"ST VINCENT CLAY HOSPITAL INC",151309,"10.0","0.0","Not Available","5.6","Not Available","16.0"
"ST VINCENT DUNN HOSPITAL INC",151335,"7.2","2.0","Not Available","0.0","Not Available","12.6"
"ST VINCENT EVANSVILLE",150100,"5.4","1.3","5.4","1.6","39.0","Not Available"
"ST VINCENT FISHERS HOSPITAL INC",150181,"5.1","0.0","3.8","Not Available","Not Available","8.1"
"ST VINCENT HEALTHCARE",270049,"5.2","0.0","1.8","0.5","40.7","4.5"
"ST VINCENT HEART CENTER OF INDIANA LLC",150153,"Not Available","Not Available","3.2","0.0","Not Available","Not Available"
"ST VINCENT HOSPITAL",220176,"0.8","0.4","6.3","2.0","36.7","3.9"
"ST VINCENT HOSPITAL",520075,"7.2","0.0","5.3","Not Available","39.1","Not Available"
"ST VINCENT HOSPITAL & HEALTH SERVICES",150084,"5.8","0.1","4.6","1.8","43.0","8.1"
"ST VINCENT HOSPITAL GENERAL DISTRICT",61319,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ST VINCENT JENNINGS HOSPITAL INC",151303,"5.1","0.0","Not Available","0.4","Not Available","13.4"
"ST VINCENT KOKOMO",150010,"5.3","0.1","2.8","0.7","45.1","11.3"
"ST VINCENT MEDICAL CENTER/NORTH",40137,"5.8","0.7","Not Available","Not Available","41.4","14.0"
"ST VINCENT MERCY HOSPITAL",151308,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ST VINCENT RANDOLPH HOSPITAL INC",151301,"10.7","8.7","Not Available","Not Available","Not Available","4.8"
"ST VINCENT SALEM HOSPITAL INC",151314,"2.3","0.0","1.6","1.2","Not Available","12.8"
"ST VINCENT WARRICK",151325,"4.9","2.4","Not Available","Not Available","Not Available","Not Available"
"ST VINCENT WILLIAMSPORT HOSPITAL INC",151307,"3.8","0.0","Not Available","1.3","Not Available","8.8"
"ST VINCENT'S BIRMINGHAM",10056,"7.4","1.8","7.8","2.0","40.8","6.9"
"ST VINCENT'S CHILTON",10173,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ST VINCENT'S EAST",10011,"4.8","9.6","Not Available","1.8","40.7","Not Available"
"ST VINCENT'S MEDICAL CENTER",70028,"13.5","0.6","5.0","2.4","Not Available","29.3"
"ST VINCENT'S MEDICAL CENTER RIVERSIDE",100040,"11.1","1.1","5.2","2.4","40.5","11.2"
"ST VINCENT'S MEDICAL CENTER SOUTHSIDE",100307,"2.7","0.0","4.8","1.5","Not Available","9.8"
"ST VINCENT'S ST CLAIR",10130,"18.5","21.7","Not Available","0.3","Not Available","8.1"
"ST VINCENTS BLOUNT",11305,"6.4","2.3","Not Available","Not Available","Not Available","10.2"
"ST VINCENTS MEDICAL CENTER - CLAY COUNTY",100321,"9.4","0.5","6.9","2.0","34.8","12.9"
"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER",30024,"3.7","0.3","9.9","0.9","28.6","14.4"
"ST. MARY'S HOSPITAL",30010,"8.5","4.4","3.8","1.2","Not Available","7.2"
"STAFFORD COUNTY HOSPITAL",171323,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"STAFFORD HOSPITAL, LLC",490140,"1.6","0.0","3.9","0.4","Not Available","4.7"
"STAMFORD HOSPITAL",70006,"3.6","0.3","5.8","2.8","32.6","41.4"
"STAMFORD MEMORIAL HOSPITAL",450306,"Not Available","Not Available","Not Available","0.0","Not Available","Not Available"
"STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL",350064,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"STANFORD HEALTH CARE",50441,"7.6","0.0","7.1","2.1","34.4","6.4"
"STANFORD HEALTH CARE - VALLEYCARE",50283,"5.8","0.2","5.4","0.5","32.1","9.4"
"STANISLAUS SURGICAL HOSPITAL",50726,"56.1","Not Available","Not Available","0.0","Not Available","14.3"
"STANTON COUNTY HOSPITAL",171343,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"STAR VALLEY MEDICAL CENTER",531313,"2.5","0.0","Not Available","Not Available","Not Available","18.2"
"STARKE HOSPITAL",150102,"2.3","2.2","Not Available","0.7","40.3","14.9"
"STARR COUNTY MEMORIAL HOSPITAL",450654,"16.8","7.5","Not Available","0.4","Not Available","14.0"
"STARR REGIONAL MEDICAL CENTER ATHENS",440068,"8.4","4.1","7.2","1.6","39.7","9.6"
"STATEN ISLAND UNIVERSITY HOSPITAL",330160,"4.9","1.5","7.4","1.4","39.2","9.7"
"STE GENEVIEVE COUNTY MEMORIAL HOSPITAL",261330,"6.1","2.4","9.8","Not Available","Not Available","5.2"
"STEELE MEMORIAL MEDICAL CENTER",131305,"8.3","1.8","Not Available","Not Available","Not Available","9.3"
"STEPHENS COUNTY HOSPITAL",110032,"4.1","5.2","2.1","0.7","Not Available","21.4"
"STEPHENS MEMORIAL HOSPITAL",201315,"4.6","2.8","0.0","0.4","Not Available","12.0"
"STEPHENS MEMORIAL HOSPITAL",450498,"29.4","Not Available","Not Available","0.0","Not Available","4.8"
"STERLING REGIONAL MEDCENTER",60076,"9.3","5.7","3.0","0.9","43.2","9.4"
"STERLING SURGICAL HOSPITAL",190256,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"STEVENS COMMUNITY MEDICAL CENTER",241363,"2.3","Not Available","Not Available","0.0","Not Available","1.9"
"STEVENS COUNTY HOSPITAL",171335,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"STEWARD MELBOURNE HOSPITAL",100291,"17.6","4.7","6.1","Not Available","Not Available","12.6"
"STEWARD NORTHSIDE MEDICAL CENTER, INC",360141,"11.2","7.0","3.5","1.1","Not Available","9.8"
"STEWARD ROCKLEDGE HOSPITAL",100092,"35.5","11.0","5.0","2.7","Not Available","10.1"
"STEWARD TRUMBULL MEMORIAL HOSPITAL, INC",360055,"3.5","5.2","4.0","1.9","42.9","11.7"
"STEWART MEMORIAL COMMUNITY HOSPITAL",161350,"7.2","0.0","Not Available","Not Available","Not Available","8.8"
"STILLWATER BILLINGS CLINIC",271330,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"STILLWATER MEDICAL CENTER AUTHORITY",370049,"10.2","8.7","2.3","0.7","52.9","3.6"
"STONE COUNTY HOSPITAL",251303,"5.6","4.3","Not Available","Not Available","Not Available","Not Available"
"STONE COUNTY MEDICAL CENTER",41310,"3.4","14.0","Not Available","Not Available","Not Available","7.7"
"STONESPRINGS HOSPITAL CENTER",490145,"Not Available","Not Available","Not Available","0.0","Not Available","Not Available"
"STONEWALL JACKSON MEMORIAL HOSPITAL",510038,"4.6","1.8","3.1","0.0","Not Available","12.8"
"STONEWALL MEMORIAL HOSPITAL",451318,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"STORMONT VAIL HOSPITAL",170086,"4.6","0.6","4.1","0.9","38.0","Not Available"
"STORY COUNTY HOSPITAL",161333,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"STOUGHTON HOSPITAL",521343,"1.5","0.0","Not Available","0.0","Not Available","7.3"
"STRAITH HOSPITAL FOR SPECIAL SURGERY",230071,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"STRAUB CLINIC AND HOSPITAL",120022,"5.5","0.6","4.0","1.3","42.5","5.5"
"STRINGFELLOW MEMORIAL HOSPITAL",10038,"6.4","8.7","3.5","1.6","Not Available","10.3"
"STRONG MEMORIAL HOSPITAL",330285,"12.9","0.1","5.1","2.4","Not Available","10.9"
"STROUD REGIONAL MEDICAL CENTER",371316,"3.2","2.2","Not Available","0.0","Not Available","Not Available"
"STURDY MEMORIAL HOSPITAL",220008,"6.3","0.0","5.9","0.5","36.6","8.2"
"STURGIS HOSPITAL",230096,"3.1","3.2","3.5","Not Available","Not Available","4.6"
"SUBURBAN COMMUNITY HOSPITAL",390116,"12.0","3.3","Not Available","Not Available","Not Available","8.3"
"SUBURBAN HOSPITAL",210022,"0.3","0.2","Not Available","2.3","Not Available","Not Available"
"SUGAR LAND SURGICAL HOSPITAL LLP",450860,"37.5","Not Available","Not Available","Not Available","Not Available","Not Available"
"SULLIVAN COUNTY COMMUNITY HOSPITAL",151327,"12.5","6.4","Not Available","Not Available","Not Available","10.4"
"SULLIVAN COUNTY MEMORIAL HOSPITAL",261306,"31.0","Not Available","Not Available","0.0","Not Available","Not Available"
"SUMMA HEALTH SYSTEM",360020,"4.0","0.1","3.6","1.1","41.0","6.4"
"SUMMA WESTERN RESERVE HOSPITAL",360150,"3.3","0.0","4.8","0.9","29.7","Not Available"
"SUMMERLIN HOSPITAL MEDICAL CENTER",290041,"2.4","3.7","7.0","1.8","Not Available","8.0"
"SUMMERS COUNTY ARH HOSPITAL",511310,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"SUMMERSVILLE REGIONAL MEDICAL CENTER",510082,"15.8","23.7","3.4","1.2","43.5","6.1"
"SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER",30062,"11.1","10.3","3.7","1.5","38.2","7.1"
"SUMMIT MEDICAL CENTER",370225,"Not Available","28.6","Not Available","Not Available","41.8","Not Available"
"SUMMIT MEDICAL CENTER",530034,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT",501304,"4.8","1.9","Not Available","0.9","Not Available","6.6"
"SUMMIT SURGICAL, LLC",170198,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"SUMNER COUNTY HOSPITAL DISTRICT NO 1",171329,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"SUMNER REGIONAL MEDICAL CENTER",170039,"60.6","16.9","Not Available","Not Available","Not Available","2.9"
"SUMNER REGIONAL MEDICAL CENTER",440003,"8.9","1.2","5.7","1.7","Not Available","13.0"
"SUNBURY COMMUNITY HOSPITAL",390084,"7.6","6.0","Not Available","Not Available","Not Available","7.7"
"SUNNYSIDE COMMUNITY HOSPITAL",501330,"10.7","13.8","2.0","1.1","Not Available","2.1"
"SUNNYVIEW HOSPITAL AND REHABILITATION CENTER",330406,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"SUNRISE HOSPITAL AND MEDICAL CENTER",290003,"1.2","0.0","3.8","2.5","Not Available","10.6"
"SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON",450831,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"SURGICAL HOSPITAL AT SOUTHWOODS",360352,"16.0","7.8","Not Available","Not Available","27.7","7.5"
"SURGICAL HOSPITAL OF OKLAHOMA, LLC",370201,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"SURGICAL INSTITUTE OF READING",390316,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH",390321,"Not Available","5.6","4.8","Not Available","28.9","20.3"
"SURGICAL SPECIALTY CENTER OF BATON ROUGE",190251,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"SURPRISE VALLEY COMMUNITY HOSPITAL",51308,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"SUSAN B ALLEN MEMORIAL HOSPITAL",170017,"6.7","0.6","4.3","0.7","42.4","7.9"
"SUTTER AMADOR HOSPITAL",50014,"5.1","0.2","2.1","0.5","41.9","8.0"
"SUTTER AUBURN FAITH HOSPITAL",50498,"4.9","0.6","3.6","0.6","Not Available","11.9"
"SUTTER COAST HOSPITAL",50417,"20.5","1.9","Not Available","1.2","Not Available","6.8"
"SUTTER DAVIS HOSPITAL",50537,"1.5","Not Available","7.7","0.5","Not Available","Not Available"
"SUTTER DELTA MEDICAL CENTER",50523,"2.7","1.3","5.6","1.2","Not Available","7.0"
"SUTTER LAKESIDE HOSPITAL",51329,"3.7","0.3","4.9","0.6","33.9","8.0"
"SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ",50714,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"SUTTER MEDICAL CENTER, SACRAMENTO",50108,"0.5","0.0","3.5","1.4","Not Available","Not Available"
"SUTTER ROSEVILLE MEDICAL CENTER",50309,"0.8","0.2","4.1","1.3","Not Available","Not Available"
"SUTTER SANTA ROSA REGIONAL HOSPITAL",50291,"3.6","3.5","4.2","0.6","Not Available","Not Available"
"SUTTER SOLANO MEDICAL CENTER",50101,"5.0","0.7","4.6","1.4","Not Available","10.2"
"SUTTER SURGICAL HOSPITAL - NORTH VALLEY",50766,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"SUTTER TRACY COMMUNITY HOSPITAL",50313,"6.0","1.5","Not Available","Not Available","24.6","9.6"
"SWAIN COUNTY HOSPITAL",341305,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"SWEDISH AMERICAN HOSPITAL",140228,"3.9","0.1","3.7","0.9","40.5","11.6"
"SWEDISH COVENANT HOSPITAL",140114,"10.1","3.7","6.5","1.1","45.1","6.0"
"SWEDISH EDMONDS HOSPITAL",500026,"2.8","0.2","3.2","1.8","Not Available","7.8"
"SWEDISH ISSAQUAH",500152,"4.0","0.5","5.4","0.3","28.6","13.0"
"SWEDISH MEDICAL CENTER",60034,"4.6","0.9","0.0","2.1","Not Available","Not Available"
"SWEDISH MEDICAL CENTER",500027,"4.3","0.7","Not Available","1.3","43.2","10.4"
"SWEDISH MEDICAL CENTER / CHERRY HILL",500025,"6.5","0.6","3.2","0.7","40.4","Not Available"
"SWEENY COMMUNITY HOSPITAL",451311,"4.8","Not Available","Not Available","0.0","Not Available","2.6"
"SWEETWATER HOSPITAL ASSOCIATION",440084,"6.7","10.5","Not Available","1.9","Not Available","6.4"
"SWIFT COUNTY BENSON HOSPITAL",241365,"Not Available","Not Available","Not Available","Not Available","Not Available","4.0"
