Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Care Transition Floor,Care Transition Achievement Threshold,Care Transition Benchmark,Care Transition Baseline Rate,Care Transition Performance Rate,Care Transition Achievement Points,Care Transition Improvement Points,Care Transition Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score
"240036","ST CLOUD HOSPITAL","1406 6TH AVE NORTH","SAINT CLOUD","MN","56303","Stearns","55.27","78.52","86.68","81.88","79.95","2 out of 10","0 out of 9","2 out of 10","57.39","80.44","88.51","80.43","80.91","1 out of 10","0 out of 9","1 out of 10","38.40","65.08","80.35","72.33","68.94","3 out of 10","0 out of 9","3 out of 10","25.21","51.45","62.44","54.98","53.48","2 out of 10","0 out of 9","2 out of 10","43.43","63.37","73.66","67.58","64.25","1 out of 10","0 out of 9","1 out of 10","40.05","65.60","79.00","72.93","71.56","5 out of 10","0 out of 9","5 out of 10","62.25","86.60","91.63","89.80","89.67","6 out of 10","0 out of 9","6 out of 10","37.67","70.23","84.58","77.00","77.08","5 out of 10","0 out of 9","5 out of 10","25","20"
"170086","STORMONT VAIL HOSPITAL","1500 SW 10TH AVENUE","TOPEKA","KS","66604","Shawnee","55.27","78.52","86.68","78.39","77.46","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","79.75","78.00","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","67.74","65.90","1 out of 10","0 out of 9","1 out of 10","25.21","51.45","62.44","53.62","53.06","2 out of 10","0 out of 9","2 out of 10","43.43","63.37","73.66","62.21","61.49","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","67.64","66.21","1 out of 10","0 out of 9","1 out of 10","62.25","86.60","91.63","90.09","88.20","3 out of 10","0 out of 9","3 out of 10","37.67","70.23","84.58","74.12","75.54","4 out of 10","1 out of 9","4 out of 10","11","17"
"330080","LINCOLN MEDICAL & MENTAL HEALTH CENTER","234 EAST 149TH STREET","BRONX","NY","10451","Bronx","55.27","78.52","86.68","67.32","68.09","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","75.36","75.87","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","50.49","49.94","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","43.31","45.63","0 out of 10","1 out of 9","1 out of 10","43.43","63.37","73.66","52.97","51.79","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","56.88","58.47","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","79.28","79.70","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","52.72","53.06","0 out of 10","0 out of 9","0 out of 10","1","8"
"110018","PIEDMONT NEWTON HOSPITAL","5126 HOSPITAL DRIVE NE","COVINGTON","GA","30014","Newton","55.27","78.52","86.68","76.12","75.28","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","80.93","77.84","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","63.63","61.22","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","46.87","39.79","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","64.57","56.40","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","61.74","62.13","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","83.70","78.80","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","67.73","59.80","0 out of 10","0 out of 9","0 out of 10","0","11"
"490107","RESTON HOSPITAL CENTER","1850 TOWN CENTER PARKWAY","RESTON","VA","20190","Fairfax","55.27","78.52","86.68","73.54","72.20","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","76.37","77.49","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","58.18","54.45","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","46.79","43.78","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","58.19","58.92","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","64.49","61.32","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","85.61","87.14","1 out of 10","2 out of 9","2 out of 10","37.67","70.23","84.58","67.66","66.00","0 out of 10","0 out of 9","0 out of 10","2","12"
"250093","BOLIVAR MEDICAL CENTER","901 E SUNFLOWER RD","CLEVELAND","MS","38732","Bolivar","55.27","78.52","86.68","77.48","83.89","6 out of 10","6 out of 9","6 out of 10","57.39","80.44","88.51","83.77","86.42","7 out of 10","5 out of 9","7 out of 10","38.40","65.08","80.35","62.52","71.99","5 out of 10","5 out of 9","5 out of 10","25.21","51.45","62.44","45.42","53.44","2 out of 10","4 out of 9","4 out of 10","43.43","63.37","73.66","66.94","67.20","4 out of 10","0 out of 9","4 out of 10","40.05","65.60","79.00","66.84","74.04","6 out of 10","5 out of 9","6 out of 10","62.25","86.60","91.63","82.23","85.97","0 out of 10","3 out of 9","3 out of 10","37.67","70.23","84.58","61.70","73.37","2 out of 10","5 out of 9","5 out of 10","40","19"
"330205","ST ANTHONY COMMUNITY HOSPITAL","15 - 19  MAPLE AVENUE","WARWICK","NY","10990","Orange","55.27","78.52","86.68","82.44","87.41","10 out of 10","9 out of 9","10 out of 10","57.39","80.44","88.51","79.53","83.17","4 out of 10","4 out of 9","4 out of 10","38.40","65.08","80.35","69.39","77.37","8 out of 10","7 out of 9","8 out of 10","25.21","51.45","62.44","53.90","53.90","3 out of 10","0 out of 9","3 out of 10","43.43","63.37","73.66","64.15","65.59","2 out of 10","1 out of 9","2 out of 10","40.05","65.60","79.00","62.56","62.51","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","86.56","86.26","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","69.90","72.04","2 out of 10","1 out of 9","2 out of 10","29","17"
"230015","THREE RIVERS HEALTH","701 S HEALTH PARKWAY","THREE RIVERS","MI","49093","Saint Joseph","55.27","78.52","86.68","76.55","83.98","7 out of 10","7 out of 9","7 out of 10","57.39","80.44","88.51","77.83","78.34","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","66.39","73.37","5 out of 10","5 out of 9","5 out of 10","25.21","51.45","62.44","51.78","44.07","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","65.49","61.12","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","63.03","69.94","3 out of 10","4 out of 9","4 out of 10","62.25","86.60","91.63","87.52","88.64","4 out of 10","2 out of 9","4 out of 10","37.67","70.23","84.58","68.78","70.35","1 out of 10","0 out of 9","1 out of 10","21","14"
"230227","MCLAREN MACOMB","1000 HARRINGTON BLVD","MOUNT CLEMENS","MI","48043","Macomb","55.27","78.52","86.68","74.34","77.53","0 out of 10","2 out of 9","2 out of 10","57.39","80.44","88.51","75.86","76.19","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","61.82","65.43","1 out of 10","1 out of 9","1 out of 10","25.21","51.45","62.44","47.38","44.66","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","56.61","59.40","0 out of 10","1 out of 9","1 out of 10","40.05","65.60","79.00","55.04","53.27","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","85.80","85.09","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","64.19","65.13","0 out of 10","0 out of 9","0 out of 10","4","10"
"070020","MIDDLESEX HOSPITAL","28 CRESCENT ST","MIDDLETOWN","CT","06457","Middlesex","55.27","78.52","86.68","79.57","81.57","4 out of 10","2 out of 9","4 out of 10","57.39","80.44","88.51","81.42","81.54","2 out of 10","0 out of 9","2 out of 10","38.40","65.08","80.35","67.14","68.39","2 out of 10","0 out of 9","2 out of 10","25.21","51.45","62.44","54.52","55.86","4 out of 10","1 out of 9","4 out of 10","43.43","63.37","73.66","66.56","64.66","2 out of 10","0 out of 9","2 out of 10","40.05","65.60","79.00","67.36","66.81","1 out of 10","0 out of 9","1 out of 10","62.25","86.60","91.63","87.75","88.67","4 out of 10","2 out of 9","4 out of 10","37.67","70.23","84.58","75.94","77.70","5 out of 10","2 out of 9","5 out of 10","24","20"
"140059","JERSEY COMMUNITY HOSPITAL","400 MAPLE SUMMIT ROAD","JERSEYVILLE","IL","62052","Jersey","55.27","78.52","86.68","82.87","85.71","8 out of 10","7 out of 9","8 out of 10","57.39","80.44","88.51","82.99","84.27","5 out of 10","2 out of 9","5 out of 10","38.40","65.08","80.35","80.25","77.01","8 out of 10","0 out of 9","8 out of 10","25.21","51.45","62.44","55.65","58.58","6 out of 10","4 out of 9","6 out of 10","43.43","63.37","73.66","64.94","60.27","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","78.85","78.50","9 out of 10","0 out of 9","9 out of 10","62.25","86.60","91.63","85.68","89.19","5 out of 10","5 out of 9","5 out of 10","37.67","70.23","84.58","71.14","80.68","7 out of 10","7 out of 9","7 out of 10","48","16"
"170017","SUSAN B ALLEN MEMORIAL HOSPITAL","720 W CENTRAL ST","EL DORADO","KS","67042","Butler","55.27","78.52","86.68","80.77","79.92","2 out of 10","0 out of 9","2 out of 10","57.39","80.44","88.51","83.94","83.56","4 out of 10","0 out of 9","4 out of 10","38.40","65.08","80.35","69.70","70.71","4 out of 10","0 out of 9","4 out of 10","25.21","51.45","62.44","54.44","54.74","3 out of 10","0 out of 9","3 out of 10","43.43","63.37","73.66","71.61","62.14","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","72.26","77.29","8 out of 10","7 out of 9","8 out of 10","62.25","86.60","91.63","90.87","85.56","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","79.26","76.25","4 out of 10","0 out of 9","4 out of 10","25","18"
"190183","LEONARD J CHABERT MEDICAL CENTER","1978 INDUSTRIAL BLVD","HOUMA","LA","70363","Terrebonne","55.27","78.52","86.68","84.23","88.30","10 out of 10","9 out of 9","10 out of 10","57.39","80.44","88.51","87.60","89.86","10 out of 10","9 out of 9","10 out of 10","38.40","65.08","80.35","67.13","75.11","6 out of 10","6 out of 9","6 out of 10","25.21","51.45","62.44","60.14","65.22","10 out of 10","9 out of 9","10 out of 10","43.43","63.37","73.66","67.19","74.45","10 out of 10","9 out of 9","10 out of 10","40.05","65.60","79.00","75.92","74.03","6 out of 10","0 out of 9","6 out of 10","62.25","86.60","91.63","81.69","86.74","1 out of 10","5 out of 9","5 out of 10","37.67","70.23","84.58","73.47","84.34","9 out of 10","9 out of 9","9 out of 10","66","20"
"340041","CALDWELL MEMORIAL HOSPITAL","321 MULBERRY ST SW","LENOIR","NC","28645","Caldwell","55.27","78.52","86.68","78.19","76.21","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","81.95","81.78","2 out of 10","0 out of 9","2 out of 10","38.40","65.08","80.35","65.74","63.83","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","46.29","47.86","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","62.72","61.41","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","66.44","65.77","1 out of 10","0 out of 9","1 out of 10","62.25","86.60","91.63","87.03","86.81","1 out of 10","0 out of 9","1 out of 10","37.67","70.23","84.58","63.50","66.40","0 out of 10","1 out of 9","1 out of 10","5","17"
"050378","PACIFICA HOSPITAL OF THE VALLEY","9449 SAN FERNANDO RD","SUN VALLEY","CA","91352","Los Angeles","55.27","78.52","86.68","62.02","66.92","0 out of 10","1 out of 9","1 out of 10","57.39","80.44","88.51","69.62","72.64","0 out of 10","1 out of 9","1 out of 10","38.40","65.08","80.35","43.76","50.86","0 out of 10","1 out of 9","1 out of 10","25.21","51.45","62.44","25.21","36.30","0 out of 10","2 out of 9","2 out of 10","43.43","63.37","73.66","43.43","59.31","0 out of 10","5 out of 9","5 out of 10","40.05","65.60","79.00","55.63","60.02","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","74.58","81.32","0 out of 10","3 out of 9","3 out of 10","37.67","70.23","84.58","52.13","60.88","0 out of 10","2 out of 9","2 out of 10","16","8"
"190090","WINN PARISH MEDICAL CENTER","301 W BOUNDARY AVE","WINNFIELD","LA","71483","Winn","55.27","78.52","86.68","79.02","87.62","10 out of 10","9 out of 9","10 out of 10","57.39","80.44","88.51","80.93","90.35","10 out of 10","9 out of 9","10 out of 10","38.40","65.08","80.35","67.29","75.82","7 out of 10","6 out of 9","7 out of 10","25.21","51.45","62.44","43.64","59.74","7 out of 10","8 out of 9","8 out of 10","43.43","63.37","73.66","60.57","67.74","4 out of 10","5 out of 9","5 out of 10","40.05","65.60","79.00","68.62","74.39","6 out of 10","5 out of 9","6 out of 10","62.25","86.60","91.63","77.85","79.60","0 out of 10","1 out of 9","1 out of 10","37.67","70.23","84.58","72.59","74.03","3 out of 10","1 out of 9","3 out of 10","50","14"
"330088","EASTERN LONG ISLAND HOSPITAL","201 MANOR PLACE","GREENPORT","NY","11944","Suffolk","55.27","78.52","86.68","79.80","78.92","1 out of 10","0 out of 9","1 out of 10","57.39","80.44","88.51","80.02","76.74","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","67.05","68.99","3 out of 10","1 out of 9","3 out of 10","25.21","51.45","62.44","50.05","50.28","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","62.21","57.73","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","65.93","67.72","2 out of 10","1 out of 9","2 out of 10","62.25","86.60","91.63","86.33","82.15","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","75.75","73.63","3 out of 10","0 out of 9","3 out of 10","9","14"
"500129","TACOMA GENERAL ALLENMORE HOSPITAL","315 S MLK JR WAY","TACOMA","WA","98405","Pierce","55.27","78.52","86.68","74.56","74.30","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","78.34","78.91","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","54.91","56.24","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","50.08","48.82","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","60.30","60.75","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","63.58","62.31","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","87.42","87.03","1 out of 10","0 out of 9","1 out of 10","37.67","70.23","84.58","70.18","67.51","0 out of 10","0 out of 9","0 out of 10","1","13"
"390117","UPMC BEDFORD MEMORIAL","10455 LINCOLN HIGHWAY","EVERETT","PA","15537","Bedford","55.27","78.52","86.68","78.85","84.97","8 out of 10","7 out of 9","8 out of 10","57.39","80.44","88.51","79.77","82.44","3 out of 10","3 out of 9","3 out of 10","38.40","65.08","80.35","75.59","79.97","9 out of 10","9 out of 9","9 out of 10","25.21","51.45","62.44","44.56","48.38","0 out of 10","2 out of 9","2 out of 10","43.43","63.37","73.66","62.14","64.41","1 out of 10","1 out of 9","1 out of 10","40.05","65.60","79.00","70.50","69.12","3 out of 10","0 out of 9","3 out of 10","62.25","86.60","91.63","83.45","87.39","2 out of 10","4 out of 9","4 out of 10","37.67","70.23","84.58","66.22","68.47","0 out of 10","1 out of 9","1 out of 10","31","17"
"520070","MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE","1221 WHIPPLE ST","EAU CLAIRE","WI","54703","Eau Claire","55.27","78.52","86.68","81.45","82.34","5 out of 10","1 out of 9","5 out of 10","57.39","80.44","88.51","82.42","81.90","2 out of 10","0 out of 9","2 out of 10","38.40","65.08","80.35","69.79","71.19","4 out of 10","1 out of 9","4 out of 10","25.21","51.45","62.44","58.25","55.70","4 out of 10","0 out of 9","4 out of 10","43.43","63.37","73.66","66.84","67.13","4 out of 10","0 out of 9","4 out of 10","40.05","65.60","79.00","68.14","67.21","2 out of 10","0 out of 9","2 out of 10","62.25","86.60","91.63","89.76","90.26","7 out of 10","2 out of 9","7 out of 10","37.67","70.23","84.58","80.36","82.11","8 out of 10","4 out of 9","8 out of 10","36","20"
"520189","AURORA MEDICAL CTR KENOSHA","10400 75TH ST","KENOSHA","WI","53142","Kenosha","55.27","78.52","86.68","80.90","82.66","5 out of 10","3 out of 9","5 out of 10","57.39","80.44","88.51","82.67","83.22","4 out of 10","0 out of 9","4 out of 10","38.40","65.08","80.35","70.04","75.99","7 out of 10","5 out of 9","7 out of 10","25.21","51.45","62.44","53.13","53.07","2 out of 10","0 out of 9","2 out of 10","43.43","63.37","73.66","65.56","66.22","3 out of 10","0 out of 9","3 out of 10","40.05","65.60","79.00","68.91","69.99","3 out of 10","1 out of 9","3 out of 10","62.25","86.60","91.63","85.57","89.06","5 out of 10","5 out of 9","5 out of 10","37.67","70.23","84.58","71.08","77.66","5 out of 10","4 out of 9","5 out of 10","34","20"
"360210","GRADY MEMORIAL HOSPITAL","561 WEST CENTRAL AVENUE","DELAWARE","OH","43015","Delaware","55.27","78.52","86.68","84.82","82.01","4 out of 10","0 out of 9","4 out of 10","57.39","80.44","88.51","83.23","82.88","3 out of 10","0 out of 9","3 out of 10","38.40","65.08","80.35","74.03","68.92","3 out of 10","0 out of 9","3 out of 10","25.21","51.45","62.44","62.78","55.24","4 out of 10","0 out of 9","4 out of 10","43.43","63.37","73.66","73.23","68.92","5 out of 10","0 out of 9","5 out of 10","40.05","65.60","79.00","76.55","70.30","4 out of 10","0 out of 9","4 out of 10","62.25","86.60","91.63","89.51","90.03","7 out of 10","2 out of 9","7 out of 10","37.67","70.23","84.58","78.56","77.04","5 out of 10","0 out of 9","5 out of 10","35","20"
"300005","LAKES REGION GENERAL HOSPITAL","80 HIGHLAND ST","LACONIA","NH","03246","Belknap","55.27","78.52","86.68","78.80","78.60","1 out of 10","0 out of 9","1 out of 10","57.39","80.44","88.51","78.93","78.79","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","69.28","66.90","2 out of 10","0 out of 9","2 out of 10","25.21","51.45","62.44","49.26","49.87","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","63.40","66.27","3 out of 10","2 out of 9","3 out of 10","40.05","65.60","79.00","65.32","67.27","2 out of 10","1 out of 9","2 out of 10","62.25","86.60","91.63","88.46","88.39","4 out of 10","0 out of 9","4 out of 10","37.67","70.23","84.58","61.81","64.82","0 out of 10","1 out of 9","1 out of 10","13","16"
"050747","SOUTH COAST GLOBAL MEDICAL CENTER","2701 S BRISTOL ST","SANTA ANA","CA","92704","Orange","55.27","78.52","86.68","73.30","66.49","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","74.83","68.12","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","61.31","50.30","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","33.56","28.20","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","57.34","49.91","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","59.00","53.27","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","81.34","80.71","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","65.27","61.43","0 out of 10","0 out of 9","0 out of 10","0","2"
"100044","MARTIN MEDICAL CENTER","200 SE HOSPITAL AVE","STUART","FL","34995","Martin","55.27","78.52","86.68","74.38","75.58","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","74.04","75.20","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","60.80","62.71","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","49.95","46.76","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","59.11","57.78","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","59.23","57.57","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","84.72","85.84","0 out of 10","1 out of 9","1 out of 10","37.67","70.23","84.58","69.05","67.89","0 out of 10","0 out of 9","0 out of 10","1","13"
"190308","ST BERNARD PARISH HOSPITAL","8000 WEST JUDGE PEREZ DRIVE","CHALMETTE","LA","70043","Saint Bernard","55.27","78.52","86.68","78.84","78.80","1 out of 10","0 out of 9","1 out of 10","57.39","80.44","88.51","87.48","86.11","7 out of 10","0 out of 9","7 out of 10","38.40","65.08","80.35","63.11","72.64","5 out of 10","5 out of 9","5 out of 10","25.21","51.45","62.44","55.65","49.09","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","65.89","62.53","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","74.06","77.38","8 out of 10","6 out of 9","8 out of 10","62.25","86.60","91.63","85.90","87.90","3 out of 10","3 out of 9","3 out of 10","37.67","70.23","84.58","76.52","69.75","0 out of 10","0 out of 9","0 out of 10","24","18"
"340032","CAROMONT REGIONAL MEDICAL CENTER","2525 COURT DR","GASTONIA","NC","28052","Gaston","55.27","78.52","86.68","78.86","77.67","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","81.36","81.00","1 out of 10","0 out of 9","1 out of 10","38.40","65.08","80.35","67.36","65.83","1 out of 10","0 out of 9","1 out of 10","25.21","51.45","62.44","49.79","47.20","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","60.33","62.26","0 out of 10","1 out of 9","1 out of 10","40.05","65.60","79.00","57.59","60.87","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","89.65","87.76","3 out of 10","0 out of 9","3 out of 10","37.67","70.23","84.58","69.58","70.84","1 out of 10","0 out of 9","1 out of 10","8","16"
"360352","SURGICAL HOSPITAL AT SOUTHWOODS","7630 SOUTHERN BLVD","YOUNGSTOWN","OH","44512","Mahoning","55.27","78.52","86.68","93.86","93.58","10 out of 10","0 out of 9","10 out of 10","57.39","80.44","88.51","91.92","91.82","10 out of 10","0 out of 9","10 out of 10","38.40","65.08","80.35","88.48","87.18","10 out of 10","0 out of 9","10 out of 10","25.21","51.45","62.44","71.33","73.50","10 out of 10","9 out of 9","10 out of 10","43.43","63.37","73.66","80.52","80.25","10 out of 10","0 out of 9","10 out of 10","40.05","65.60","79.00","84.53","84.60","10 out of 10","9 out of 9","10 out of 10","62.25","86.60","91.63","92.59","93.12","10 out of 10","9 out of 9","10 out of 10","37.67","70.23","84.58","93.25","93.92","10 out of 10","9 out of 9","10 out of 10","80","20"
