"HOSPITAL_NAME","PROVIDER_ID","STATE","FISCAL_YEAR","DOMAIN_1_SCORE","DOMAIN_1_FOOTNOTE","DOMAIN_1_START_DATE","DOMAIN_1_END_DATE","PSI_90_W_Z_SCORE","PSI_90_FOOTNOTE","DOMAIN_2_SCORE","DOMAIN_2_FOOTNOTE","CLABSI_W_Z_SCORE","CLABSI_FOOTNOTE","CAUTI_W_Z_SCORE","CAUTI_FOOTNOTE","SSI_W_Z_SCORE","SSI_FOOTNOTE","MRSA_W_Z_SCORE","MRSA_FOOTNOTE","CDI_W_Z_SCORE","CDI_FOOTNOTE","DOMAIN_2_START_DATE","DOMAIN_2_END_DATE","TOTAL_HAC_SCORE","TOTAL_HAC_FOOTNOTE","PAYMENT_REDUCTION","PAYMENT_REDUCTION_FOOTNOTE"
"HEMPHILL COUNTY HOSPITAL","450578","TX","2018","0.0019","","07/01/2014","09/30/2015","0.0019","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","0.0019","","No",""
"TIMBERLANDS HOSPITAL","450580","TX","2018","-0.2857","","07/01/2014","09/30/2015","-0.2857","","-0.4585","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-0.4585","","01/01/2015","12/31/2016","-0.4326","","No",""
"WILBARGER GENERAL HOSPITAL","450584","TX","2018","-0.1450","","07/01/2014","09/30/2015","-0.1450","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.1450","","No",""
"SEYMOUR HOSPITAL","450586","TX","2018","-0.0472","","07/01/2014","09/30/2015","-0.0472","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.0472","","No",""
"BROWNWOOD REGIONAL MEDICAL CENTER","450587","TX","2018","-1.7111","","07/01/2014","09/30/2015","-1.7111","","-1.1198","","-1.5110","","-0.4278","","-0.7360","","Not Available","5","-1.8044","","01/01/2015","12/31/2016","-1.2085","","No",""
"LAKE GRANBURY MEDICAL CENTER","450596","TX","2018","-1.4119","","07/01/2014","09/30/2015","-1.4119","","-0.2495","","1.4285","","-1.0977","","Not Available","5","Not Available","5","-1.0791","","01/01/2015","12/31/2016","-0.4238","","No",""
"CUERO COMMUNITY HOSPITAL","450597","TX","2018","-0.0849","","07/01/2014","09/30/2015","-0.0849","","1.9601","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","1.9601","","01/01/2015","12/31/2016","1.6534","","Yes",""
"HILL COUNTRY MEMORIAL HOSPITAL INC","450604","TX","2018","-1.3806","","07/01/2014","09/30/2015","-1.3806","","-0.8257","","Not Available","5","-0.7486","","-1.4872","","Not Available","5","-0.2414","","01/01/2015","12/31/2016","-0.9090","","No",""
"CARE REGIONAL MEDICAL CENTER","450605","TX","2018","-0.0486","","07/01/2014","09/30/2015","-0.0486","","-0.3717","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","-0.3717","","01/01/2015","12/31/2016","-0.3232","","No",""
"MEMORIAL HERMANN MEMORIAL CITY HOSPITAL","450610","TX","2018","-1.1006","","07/01/2014","09/30/2015","-1.1006","","-0.4095","","0.3139","","-1.0276","","-0.4635","","-0.1691","","-0.7011","","01/01/2015","12/31/2016","-0.5132","","No",""
"CLEAR LAKE REGIONAL MEDICAL CENTER","450617","TX","2018","1.4598","","07/01/2014","09/30/2015","1.4598","","0.0454","","0.4052","","-0.3026","","-0.8478","","0.0387","","0.9334","","01/01/2015","12/31/2016","0.2576","","No",""
"DIMMIT REGIONAL HOSPITAL","450620","TX","2018","-0.0556","","07/01/2014","09/30/2015","-0.0556","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.0556","","No",""
"MEDICAL CITY DENTON","450634","TX","2018","-0.4694","","07/01/2014","09/30/2015","-0.4694","","-0.1614","","-0.0311","","-0.9808","","-0.8059","","0.7414","","0.2694","","01/01/2015","12/31/2016","-0.2076","","No",""
"HOUSTON NORTHWEST MEDICAL CENTER","450638","TX","2018","-0.0090","","07/01/2014","09/30/2015","-0.0090","","-0.5047","","-0.8362","","-1.0359","","0.1811","","-0.4763","","-0.3563","","01/01/2015","12/31/2016","-0.4304","","No",""
"TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD","450639","TX","2018","-0.4182","","07/01/2014","09/30/2015","-0.4182","","-0.3178","","-1.0374","","-0.2942","","0.7960","","-1.0952","","0.0421","","01/01/2015","12/31/2016","-0.3328","","No",""
"NOCONA GENERAL HOSPITAL","450641","TX","2018","-0.0258","","07/01/2014","09/30/2015","-0.0258","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.0258","","No",""
"DOCTORS HOSPITAL OF LAREDO","450643","TX","2018","0.2983","","07/01/2014","09/30/2015","0.2983","","-0.0686","","0.6640","","-0.4329","","-0.2469","","-0.0373","","-0.2899","","01/01/2015","12/31/2016","-0.0136","","No",""
"WEST HOUSTON MEDICAL CENTER","450644","TX","2018","0.4696","","07/01/2014","09/30/2015","0.4696","","0.3538","","2.1337","","-0.5632","","-0.3692","","0.2854","","0.2822","","01/01/2015","12/31/2016","0.3712","","No",""
"MEDICAL CITY DALLAS HOSPITAL","450647","TX","2018","-0.5174","","07/01/2014","09/30/2015","-0.5174","","0.1351","","0.0602","","0.4375","","-0.4094","","-0.4561","","1.0432","","01/01/2015","12/31/2016","0.0372","","No",""
"MEDICAL CENTER OF PLANO","450651","TX","2018","0.7203","","07/01/2014","09/30/2015","0.7203","","-0.0434","","0.2953","","-0.6433","","0.1199","","-0.7974","","0.8083","","01/01/2015","12/31/2016","0.0711","","No",""
"SCENIC MOUNTAIN MEDICAL CENTER","450653","TX","2018","-0.1840","","07/01/2014","09/30/2015","-0.1840","","-0.9894","","Not Available","5","-1.5254","","Not Available","5","Not Available","5","-0.4534","","01/01/2015","12/31/2016","-0.8686","","No",""
"STARR COUNTY MEMORIAL HOSPITAL","450654","TX","2018","-0.0823","","07/01/2014","09/30/2015","-0.0823","","Not Available","4","Not Available","4","Not Available","5","Not Available","5","Not Available","5","-0.7982","","01/01/2015","12/31/2016","Not Available","4","No",""
"NACOGDOCHES MEDICAL CENTER","450656","TX","2018","-0.0207","","07/01/2014","09/30/2015","-0.0207","","-0.6722","","-0.0937","","-0.5932","","-1.4872","","Not Available","5","-0.5147","","01/01/2015","12/31/2016","-0.5745","","No",""
"EAST TEXAS MEDICAL CENTER - FAIRFIELD","450658","TX","2018","-0.0333","","07/01/2014","09/30/2015","-0.0333","","0.1366","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","0.1366","","01/01/2015","12/31/2016","0.1111","","No",""
"PARK PLAZA HOSPITAL","450659","TX","2018","-0.4465","","07/01/2014","09/30/2015","-0.4465","","-0.6574","","-0.0869","","-0.0520","","-1.4872","","-1.4551","","-0.2056","","01/01/2015","12/31/2016","-0.6257","","No",""
"ODESSA REGIONAL MEDICAL CENTER","450661","TX","2018","-0.1816","","07/01/2014","09/30/2015","-0.1816","","-0.0733","","0.0687","","-0.7619","","-0.1858","","1.6706","","-1.1583","","01/01/2015","12/31/2016","-0.0896","","No",""
"VALLEY REGIONAL MEDICAL CENTER","450662","TX","2018","0.0227","","07/01/2014","09/30/2015","0.0227","","0.8945","","1.4893","","-0.3076","","-0.0565","","1.7931","","1.5540","","01/01/2015","12/31/2016","0.7637","","Yes",""
"THE HOSPITALS OF PROVIDENCE - SIERRA CAMPUS","450668","TX","2018","0.6402","","07/01/2014","09/30/2015","0.6402","","-0.5322","","-0.4692","","-0.1138","","-1.4872","","-0.4592","","-0.1316","","01/01/2015","12/31/2016","-0.3563","","No",""
"MEDICAL CENTER OF LEWISVILLE","450669","TX","2018","0.6049","","07/01/2014","09/30/2015","0.6049","","-0.4692","","-0.3542","","-1.1161","","-0.9107","","-1.4551","","1.4902","","01/01/2015","12/31/2016","-0.3081","","No",""
"TOMBALL REGIONAL MEDICAL CENTER","450670","TX","2018","2.0758","","07/01/2014","09/30/2015","2.0758","","-0.0118","","-0.5774","","-0.1004","","0.2719","","0.2156","","0.1315","","01/01/2015","12/31/2016","0.3014","","No",""
"MEDICAL CITY FORT WORTH","450672","TX","2018","1.8501","","07/01/2014","09/30/2015","1.8501","","0.8660","","-0.3254","","1.0506","","1.8091","","0.6452","","1.1505","","01/01/2015","12/31/2016","1.0136","","Yes",""
"WOMANS HOSPITAL OF TEXAS,THE","450674","TX","2018","-0.2141","","07/01/2014","09/30/2015","-0.2141","","-1.0350","","-0.1766","","-1.5254","","-1.4243","","-0.8703","","-1.1787","","01/01/2015","12/31/2016","-0.9119","","No",""
"MEDICAL CITY ARLINGTON","450675","TX","2018","0.0704","","07/01/2014","09/30/2015","0.0704","","0.6129","","0.9718","","1.2343","","-0.1508","","1.0641","","-0.0550","","01/01/2015","12/31/2016","0.5315","","Yes",""
"TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH","450677","TX","2018","-0.8355","","07/01/2014","09/30/2015","-0.8355","","-0.6634","","-0.3474","","-0.6199","","-0.9841","","-1.0781","","-0.2874","","01/01/2015","12/31/2016","-0.6892","","No",""
"DOCTORS HOSPITAL AT WHITE ROCK LAKE","450678","TX","2018","0.4947","","07/01/2014","09/30/2015","0.4947","","-0.8320","","-0.2983","","-0.9925","","-1.4872","","-0.7245","","-0.6577","","01/01/2015","12/31/2016","-0.6330","","No",""
"MEMORIAL HERMANN NORTHEAST","450684","TX","2018","-0.2481","","07/01/2014","09/30/2015","-0.2481","","-0.0765","","-0.7144","","-0.5982","","-0.3238","","1.5744","","-0.3206","","01/01/2015","12/31/2016","-0.1023","","No",""
"UNIVERSITY MEDICAL CENTER","450686","TX","2018","1.0620","","07/01/2014","09/30/2015","1.0620","","0.1525","","0.4898","","-0.1388","","-0.8356","","0.1271","","1.1199","","01/01/2015","12/31/2016","0.2889","","No",""
"DALLAS REGIONAL MEDICAL CENTER","450688","TX","2018","0.4259","","07/01/2014","09/30/2015","0.4259","","-0.6450","","-1.0222","","-1.5254","","-0.5002","","-0.3165","","0.1391","","01/01/2015","12/31/2016","-0.4844","","No",""
"THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER","450690","TX","2018","-0.6785","","07/01/2014","09/30/2015","-0.6785","","-0.7681","","-1.5110","","-0.7920","","-0.6609","","Not Available","5","-0.1086","","01/01/2015","12/31/2016","-0.7547","","No",""
"EL CAMPO MEMORIAL HOSPITAL","450694","TX","2018","-0.1174","","07/01/2014","09/30/2015","-0.1174","","1.9601","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","1.9601","","01/01/2015","12/31/2016","1.6485","","Yes",""
"SOUTHWEST GENERAL HOSPITAL","450697","TX","2018","-0.5860","","07/01/2014","09/30/2015","-0.5860","","0.6710","","2.1591","","0.1752","","-0.0443","","0.4560","","0.6091","","01/01/2015","12/31/2016","0.4825","","Yes",""
"LAMB HEALTHCARE CENTER","450698","TX","2018","-0.0063","","07/01/2014","09/30/2015","-0.0063","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.0063","","No",""
"LONGVIEW REGIONAL MEDICAL CENTER","450702","TX","2018","0.9054","","07/01/2014","09/30/2015","0.9054","","0.3624","","2.1946","","0.8919","","-0.0897","","-0.0264","","-1.1583","","01/01/2015","12/31/2016","0.4439","","Yes",""
"HOUSTON METHODIST ST JOHN HOSPITAL","450709","TX","2018","-1.4367","","07/01/2014","09/30/2015","-1.4367","","-0.4911","","-0.5639","","-1.1161","","-1.0592","","0.3490","","-0.0652","","01/01/2015","12/31/2016","-0.6329","","No",""
"RIO GRANDE REGIONAL HOSPITAL","450711","TX","2018","-0.6583","","07/01/2014","09/30/2015","-0.6583","","-0.6718","","0.2243","","-0.7703","","-1.1850","","-0.9882","","-0.6398","","01/01/2015","12/31/2016","-0.6698","","No",""
"ST DAVID'S SOUTH AUSTIN MEDICAL CENTER","450713","TX","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","0.4586","","0.0839","","0.7616","","0.7051","","0.3862","","0.3562","","01/01/2015","12/31/2016","0.1330","","No",""
"CYPRESS FAIRBANKS MEDICAL CENTER","450716","TX","2018","0.1193","","07/01/2014","09/30/2015","0.1193","","-0.4126","","0.1651","","-0.8388","","-0.3185","","-0.9649","","-0.1060","","01/01/2015","12/31/2016","-0.3328","","No",""
"ST. DAVID'S ROUND ROCK MEDICAL CENTER","450718","TX","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","-0.0696","","0.0399","","-0.7001","","0.1287","","0.0418","","0.1417","","01/01/2015","12/31/2016","-0.3159","","No",""
"METHODIST CHARLTON MEDICAL CENTER","450723","TX","2018","0.5389","","07/01/2014","09/30/2015","0.5389","","-0.4361","","-0.4100","","-0.2858","","-0.5980","","-0.7524","","-0.1341","","01/01/2015","12/31/2016","-0.2898","","No",""
"BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON","450730","TX","2018","0.5379","","07/01/2014","09/30/2015","0.5379","","0.1646","","-0.3812","","-0.0052","","-0.5596","","1.5558","","0.2132","","01/01/2015","12/31/2016","0.2206","","No",""
"BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE","450742","TX","2018","-0.2818","","07/01/2014","09/30/2015","-0.2818","","-0.3530","","0.2446","","-1.5254","","1.3375","","-1.4551","","-0.3666","","01/01/2015","12/31/2016","-0.3423","","No",""
"TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON","450743","TX","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","0.6615","","0.3782","","0.4575","","-0.6190","","1.1308","","1.9601","","01/01/2015","12/31/2016","0.3055","","No",""
"KNOX COUNTY HOSPITAL","450746","TX","2018","0.0017","","07/01/2014","09/30/2015","0.0017","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","0.0017","","No",""
"PALESTINE REGIONAL MEDICAL CENTER","450747","TX","2018","0.2644","","07/01/2014","09/30/2015","0.2644","","-1.1665","","Not Available","5","-0.8338","","-1.4872","","-1.4551","","-0.8901","","01/01/2015","12/31/2016","-0.9519","","No",""
"EAST TEXAS MEDICAL CENTER TRINITY","450749","TX","2018","-0.0143","","07/01/2014","09/30/2015","-0.0143","","Not Available","4","Not Available","4","Not Available","4","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","Not Available","4","No",""
"HAMILTON GENERAL HOSPITAL","450754","TX","2018","-0.0572","","07/01/2014","09/30/2015","-0.0572","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.0572","","No",""
"COVENANT HOSPITAL LEVELLAND","450755","TX","2018","-0.0339","","07/01/2014","09/30/2015","-0.0339","","1.9601","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","1.9601","","01/01/2015","12/31/2016","1.6610","","Yes",""
"U.T. SOUTHWESTERN UNIVERSITY HOSPITAL - ZALE LIPSHY","450766","TX","2018","-0.8806","","07/01/2014","09/30/2015","-0.8806","","-0.5097","","-0.8852","","0.1752","","Not Available","5","-1.4551","","0.1264","","01/01/2015","12/31/2016","-0.5653","","No",""
"TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO","450771","TX","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","-0.0519","","-0.4979","","0.6847","","-0.8513","","-1.2255","","1.6307","","01/01/2015","12/31/2016","-0.3009","","No",""
"TOPS SURGICAL SPECIALTY HOSPITAL","450774","TX","2018","-0.7556","","07/01/2014","09/30/2015","-0.7556","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.7556","","No",""
"KINGWOOD MEDICAL CENTER","450775","TX","2018","-0.4829","","07/01/2014","09/30/2015","-0.4829","","0.2481","","1.2255","","0.4291","","-0.2783","","0.1923","","-0.3282","","01/01/2015","12/31/2016","0.1384","","No",""
"TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F","450779","TX","2018","-1.4267","","07/01/2014","09/30/2015","-1.4267","","-0.5650","","-0.8937","","-0.9089","","-1.2653","","-0.7214","","0.9641","","01/01/2015","12/31/2016","-0.6943","","No",""
"METHODIST AMBULATORY SURGERY HOSPITAL NW","450780","TX","2018","-0.5313","","07/01/2014","09/30/2015","-0.5313","","Not Available","4","Not Available","4","Not Available","4","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","Not Available","4","No",""
"THE CORPUS CHRISTI MEDICAL CENTER","450788","TX","2018","0.4944","","07/01/2014","09/30/2015","0.4944","","0.3523","","1.0665","","0.6096","","-0.7325","","0.9570","","-0.1392","","01/01/2015","12/31/2016","0.3736","","Yes",""
"HOUSTON HOSPITAL FOR SPECIALIZED SURGERY","450797","TX","2018","-0.0858","","07/01/2014","09/30/2015","-0.0858","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.0858","","No",""
"CHRISTUS ST MICHAEL HEALTH SYSTEM","450801","TX","2018","-0.4613","","07/01/2014","09/30/2015","-0.4613","","-0.8065","","0.1414","","-1.2464","","-1.3579","","-0.3553","","-1.2145","","01/01/2015","12/31/2016","-0.7547","","No",""
"DOCTORS HOSPITAL TIDWELL","450803","TX","2018","0.4132","","07/01/2014","09/30/2015","0.4132","","1.1980","","Not Available","5","0.4358","","Not Available","5","Not Available","5","1.9601","","01/01/2015","12/31/2016","1.0803","","Yes",""
"TEXAS ORTHOPEDIC HOSPITAL","450804","TX","2018","-1.7118","","07/01/2014","09/30/2015","-1.7118","","0.3818","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","0.3818","","01/01/2015","12/31/2016","0.0677","","No",""
"NORTHWEST HILLS SURGICAL HOSPITAL","450808","TX","2018","-0.6962","","07/01/2014","09/30/2015","-0.6962","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.6962","","No",""
"NORTH AUSTIN MEDICAL CENTER","450809","TX","2018","-1.4364","","07/01/2014","09/30/2015","-1.4364","","0.0145","","-0.3186","","1.3112","","-0.2329","","-0.7012","","0.0140","","01/01/2015","12/31/2016","-0.2031","","No",""
"HOUSTON METHODIST SUGARLAND HOSPITAL","450820","TX","2018","0.3752","","07/01/2014","09/30/2015","0.3752","","-0.0809","","-0.5402","","-0.5782","","-0.9282","","0.4405","","1.2016","","01/01/2015","12/31/2016","-0.0125","","No",""
"LAS COLINAS MEDICAL CENTER","450822","TX","2018","0.4065","","07/01/2014","09/30/2015","0.4065","","-0.6458","","-0.5317","","0.3356","","-1.4872","","-1.4551","","-0.0907","","01/01/2015","12/31/2016","-0.4880","","No",""
"CORNERSTONE REGIONAL HOSPITAL","450825","TX","2018","0.1608","","07/01/2014","09/30/2015","0.1608","","Not Available","4","Not Available","4","Not Available","4","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","Not Available","4","No",""
"KELL WEST REGIONAL HOSPITAL","450827","TX","2018","-1.4503","","07/01/2014","09/30/2015","-1.4503","","-1.7428","","Not Available","5","-1.5254","","Not Available","5","Not Available","5","-1.9602","","01/01/2015","12/31/2016","-1.6989","","No",""
"CHRISTUS SPOHN HOSPITAL ALICE","450828","TX","2018","-0.9620","","07/01/2014","09/30/2015","-0.9620","","0.5339","","2.1946","","-0.2508","","0.9252","","1.5310","","-1.7304","","01/01/2015","12/31/2016","0.3095","","No",""
"SURGERY SPECIALTY HOSPITALS OF AMERICA S E HOUSTON","450831","TX","2018","-0.1016","","07/01/2014","09/30/2015","-0.1016","","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","-0.1016","","No",""
"ENNIS REGIONAL MEDICAL CENTER","450833","TX","2018","0.0718","","07/01/2014","09/30/2015","0.0718","","-0.5999","","Not Available","5","-1.5254","","Not Available","5","Not Available","5","0.3256","","01/01/2015","12/31/2016","-0.4991","","No",""
"PHYSICIANS CENTRE,THE","450834","TX","2018","0.5052","","07/01/2014","09/30/2015","0.5052","","2.1722","5","2.1946","18","2.1498","18","Not Available","5","Not Available","5","Not Available","5","01/01/2015","12/31/2016","1.9221","","Yes",""
