"Provider_Number","Hospital_Name","Address","City","State","ZIP_Code","County_Name","FUH_Measure_Description","FUH-30_%","FUH-30_Numerator","FUH-30_Denominator","FUH-30_Footnote","FUH-7_%","FUH-7_Numerator","FUH-7_Denominator","FUH-7_Footnote","FUH_Measure_Start_Date","FUH_Measure_End_Date"
"390076","BRANDYWINE HOSPITAL","201 REECEVILLE ROAD","COATESVILLE","PA","19320","Chester","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","62.26","33","53","","28.30","15","53","","07/01/2015","06/30/2016"
"390091","UPMC NORTHWEST","100 FAIRFIELD DRIVE","SENECA","PA","16346","Venango","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","49.30","35","71","","21.13","15","71","","07/01/2015","06/30/2016"
"390097","HOLY REDEEMER HOSPITAL AND MEDICAL CENTER","1648 HUNTINGDON PIKE","MEADOWBROOK","PA","19046","Montgomery","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","54.29","19","35","","37.14","13","35","","07/01/2015","06/30/2016"
"390100","LANCASTER GENERAL HOSPITAL","555 NORTH DUKE STREET","LANCASTER","PA","17602","Lancaster","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","68.29","84","123","","43.09","53","123","","07/01/2015","06/30/2016"
"390110","CONEMAUGH MEMORIAL MEDICAL CENTER","1086 FRANKLIN STREET","JOHNSTOWN","PA","15905","Cambria","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","50.00","13","26","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"390116","SUBURBAN COMMUNITY HOSPITAL","2701 DEKALB PIKE","NORRISTOWN","PA","19401","Montgomery","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"390119","MOSES TAYLOR HOSPITAL","700 QUINCY AVENUE","SCRANTON","PA","18510","Lackawanna","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","60.38","64","106","","30.19","32","106","","07/01/2015","06/30/2016"
"390123","POTTSTOWN MEMORIAL MEDICAL CENTER","1600 EAST HIGH STREET AND ARMAND HAMMER BLVD","POTTSTOWN","PA","19464","Montgomery","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","67.74","84","124","","46.77","58","124","","07/01/2015","06/30/2016"
"390133","LEHIGH VALLEY HOSPITAL","1200 SOUTH CEDAR CREST BOULVARD","ALLENTOWN","PA","18105","Lehigh","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","62.45","148","237","","39.24","93","237","","07/01/2015","06/30/2016"
"390139","BRYN MAWR HOSPITAL","130 SOUTH BRYN MAWR AVE","BRYN MAWR","PA","19010","Montgomery","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","73.47","72","98","","57.14","56","98","","07/01/2015","06/30/2016"
"390142","ALBERT EINSTEIN MEDICAL CENTER","5501 OLD YORK ROAD","PHILADELPHIA","PA","19141","Philadelphia","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","29.29","41","140","","10.71","15","140","","07/01/2015","06/30/2016"
"390146","WARREN GENERAL HOSPITAL","TWO CRESCENT PARK WEST","WARREN","PA","16365","Warren","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","74.19","46","62","","46.77","29","62","","07/01/2015","06/30/2016"
"390147","MONONGAHELA VALLEY HOSPITAL","1163 COUNTRY CLUB ROAD","MONONGAHELA","PA","15063","Washington","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.41","31","54","","35.19","19","54","","07/01/2015","06/30/2016"
"390150","WASHINGTON HEALTH SYSTEM GREENE","350 BONAR AVENUE","WAYNESBURG","PA","15370","Greene","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","55.17","32","58","","27.59","16","58","","07/01/2015","06/30/2016"
"390151","CHAMBERSBURG HOSPITAL","112 NORTH SEVENTH STREET","CHAMBERSBURG","PA","17201","Franklin","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","76.81","106","138","","34.78","48","138","","07/01/2015","06/30/2016"
"390156","MERCY FITZGERALD HOSPITAL","LANSDOWNE & BAILY RDS","DARBY","PA","19023","Delaware","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","48.39","75","155","","33.55","52","155","","07/01/2015","06/30/2016"
"390157","OHIO VALLEY GENERAL HOSPITAL","25 HECKEL ROAD","MCKEES ROCKS","PA","15136","Allegheny","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","72.00","18","25","","44.00","11","25","","07/01/2015","06/30/2016"
"390162","EASTON HOSPITAL","250 SOUTH 21ST STREET","EASTON","PA","18042","Northampton","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","41.03","16","39","","28.21","11","39","","07/01/2015","06/30/2016"
"390164","UPMC PRESBYTERIAN SHADYSIDE","200 LOTHROP STREET","PITTSBURGH","PA","15213","Allegheny","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","60.66","185","305","","42.95","131","305","","07/01/2015","06/30/2016"
"390168","BUTLER MEMORIAL HOSPITAL","ONE HOSPITAL WAY","BUTLER","PA","16001","Butler","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","48.48","16","33","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"390173","INDIANA REGIONAL MEDICAL CENTER","835 HOSPITAL ROAD,  PO BOX 788","INDIANA","PA","15701","Indiana","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","60.87","14","23","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"390174","THOMAS JEFFERSON UNIVERSITY HOSPITAL","111 SOUTH 11TH STREET","PHILADELPHIA","PA","19107","Philadelphia","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","48.21","54","112","","25.00","28","112","","07/01/2015","06/30/2016"
"390180","CROZER CHESTER MEDICAL CENTER","ONE MEDICAL CENTER BOULEVARD","UPLAND","PA","19013","Delaware","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","59.43","104","175","","41.14","72","175","","07/01/2015","06/30/2016"
"390194","BLUE MOUNTAIN HOSPITAL-GNADEN HUETTEN CAMPUS","211 NORTH 12TH STREET","LEHIGHTON","PA","18235","Carbon","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"390197","SACRED HEART HOSPITAL","421 CHEW STREET","ALLENTOWN","PA","18102","Lehigh","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","60.00","54","90","","22.22","20","90","","07/01/2015","06/30/2016"
"390201","LEHIGH VALLEY HOSPITAL - POCONO","206 E BROWN ST","EAST STROUDSBURG","PA","18301","Monroe","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","48.35","44","91","","26.37","24","91","","07/01/2015","06/30/2016"
"390223","PENN PRESBYTERIAN MEDICAL CENTER","51 NORTH 39TH STREET","PHILADELPHIA","PA","19104","Philadelphia","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","36.96","17","46","","26.09","12","46","","07/01/2015","06/30/2016"
"390225","WELLSPAN EPHRATA COMMUNITY HOSPITAL","169 MARTIN AVENUE","EPHRATA","PA","17522","Lancaster","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","68.18","15","22","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"390226","PENNSYLVANIA HOSPITAL","800 SPRUCE STREET","PHILADELPHIA","PA","19107","Philadelphia","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","46.85","52","111","","27.93","31","111","","07/01/2015","06/30/2016"
"390228","ST CLAIR HOSPITAL","1000 BOWER HILL ROAD","PITTSBURGH","PA","15243","Allegheny","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","70.49","43","61","","44.26","27","61","","07/01/2015","06/30/2016"
"390231","ABINGTON MEMORIAL HOSPITAL","1200 OLD YORK ROAD","ABINGTON","PA","19001","Montgomery","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","74.44","67","90","","38.89","35","90","","07/01/2015","06/30/2016"
"390265","JEFFERSON HOSPITAL","565 COAL VALLEY RD","JEFFERSON HILLS","PA","15025","Allegheny","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.14","32","56","","37.50","21","56","","07/01/2015","06/30/2016"
"390267","FORBES HOSPITAL","2570 HAYMAKER ROAD","MONROEVILLE","PA","15146","Allegheny","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","72.31","47","65","","46.15","30","65","","07/01/2015","06/30/2016"
"390268","MOUNT NITTANY MEDICAL CENTER","1800 EAST PARK AVE","STATE COLLEGE","PA","16803","Centre","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","63.83","30","47","","36.17","17","47","","07/01/2015","06/30/2016"
"390278","EAGLEVILLE HOSPITAL","100 EAGLEVILLE RD","EAGLEVILLE","PA","19403","Montgomery","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","43.86","25","57","","26.32","15","57","","07/01/2015","06/30/2016"
"390290","HAHNEMANN UNIVERSITY HOSPITAL","230 N BROAD ST","PHILADELPHIA","PA","19102","Philadelphia","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","30.16","19","63","","23.81","15","63","","07/01/2015","06/30/2016"
"390304","ROXBOROUGH MEMORIAL HOSPITAL","5800 RIDGE AVE","PHILADELPHIA","PA","19128","Philadelphia","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","50.00","19","38","","34.21","13","38","","07/01/2015","06/30/2016"
"391312","PENN HIGHLANDS BROOKVILLE","100 HOSPITAL ROAD","BROOKVILLE","PA","15825","Jefferson","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","61.90","13","21","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"391313","CHARLES COLE MEMORIAL HOSPITAL","1001 EAST SECOND STREET","COUDERSPORT","PA","16915","Potter","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"391315","PENN HIGHLANDS ELK","763 JOHNSONBURG ROAD","SAINT MARYS","PA","15857","Elk","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"394001","NORRISTOWN STATE HOSPITAL","1001 STERIGERE STREET","NORRISTOWN","PA","19401","Montgomery","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","07/01/2015","06/30/2016"
"394004","DANVILLE STATE HOSPITAL","200 STATE HOSPITAL DRIVE","DANVILLE","PA","17821","Montour","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"394007","KIRKBRIDE CENTER","111 N 49TH ST","PHILADELPHIA","PA","19139","Philadelphia","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"394008","FRIENDS HOSPITAL","4641 ROOSEVELT BOULEVARD","PHILADELPHIA","PA","19124","Philadelphia","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","38.28","178","465","","19.78","92","465","","07/01/2015","06/30/2016"
"394012","CLARKS SUMMIT STATE HOSPITAL","1451 HILLSIDE DRIVE","CLARKS SUMMIT","PA","18411","Lackawanna","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","55.00","11","20","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"394014","WERNERSVILLE STATE HOSPITAL","160 MAIN STREET","WERNERSVILLE","PA","19565","Berks","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"394016","WARREN STATE HOSPITAL","33 MAIN DRIVE","NORTH WARREN","PA","16365","Warren","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"394020","PHILHAVEN HOSPITAL","283 SOUTH BUTLER ROAD","MT GRETNA","PA","17064","Lebanon","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","56.00","70","125","","36.00","45","125","","07/01/2015","06/30/2016"
