Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,PSI-90 Achievement Threshold,PSI-90 Benchmark,PSI-90 Baseline Rate,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score,PC-01 Achievement Threshold,PC-01 Benchmark,PC-01 Baseline Rate,PC-01 Performance Rate,PC-01 Achievement Points,PC-01 Improvement Points,PC-01 Measure Score
"420015","BAPTIST EASLEY HOSPITAL","PO BOX 2129","EASLEY","SC","29641","Pickens","0.964542","0.709498","1.095602","0.665843","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.000","0.748","2 out of 10","0 out of 9","2 out of 10","Not Available","0.824","0.000","1.749","Not Available","Not Available","Not Available","Not Available","0.710","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.880","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.808","1.111","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"420018","PALMETTO HEALTH RICHLAND","5 RICHLAND MEDICAL PARK","COLUMBIA","SC","29203","Richland","0.964542","0.709498","1.165416","0.849013","5 out of 10","6 out of 9","6 out of 10","0.369","0.000","0.678","0.659","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.092","0.843","1 out of 10","2 out of 9","2 out of 10","3 out of 10","0.824","0.000","1.301","2.138","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","1.266","0.599","2 out of 10","5 out of 9","5 out of 10","0.767","0.000","1.229","1.101","0 out of 10","1 out of 9","1 out of 10","0.805","0.004","0.712","0.654","2 out of 10","0 out of 9","2 out of 10","0.020408","0.000000","0.027624","0.010989","5 out of 10","6 out of 9","6 out of 10"
"420019","CHESTER REGIONAL MEDICAL CENTER","1 MEDICAL PARK DRIVE","CHESTER","SC","29706","Chester","0.964542","0.709498","0.955516","0.632556","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.000","0.998","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"420020","TIDELANDS HEALTH","606 BLACK RIVER RD DRAWER 1718","GEORGETOWN","SC","29440","Georgetown","0.964542","0.709498","1.061652","0.718643","9 out of 10","9 out of 9","9 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","1.221","0.937","0 out of 10","2 out of 9","2 out of 10","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","1.536","0.598","3 out of 10","6 out of 9","6 out of 10","0.020408","0.000000","0.034483","0.000000","10 out of 10","9 out of 9","10 out of 10"
"420023","ST FRANCIS-DOWNTOWN","ONE ST FRANCIS DR","GREENVILLE","SC","29601","Greenville","0.964542","0.709498","1.116117","0.367805","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.242","0.277","3 out of 10","0 out of 9","3 out of 10","0.906","0.000","1.577","0.538","4 out of 10","6 out of 9","6 out of 10","2 out of 10","0.824","0.000","0.840","0.707","2 out of 10","1 out of 9","2 out of 10","0.710","0.000","0.461","0.636","1 out of 10","0 out of 9","1 out of 10","0.767","0.000","1.386","0.816","0 out of 10","4 out of 9","4 out of 10","0.805","0.004","1.008","0.335","6 out of 10","6 out of 9","6 out of 10","0.020408","0.000000","0.013761","0.000000","10 out of 10","9 out of 9","10 out of 10"
"420026","PROVIDENCE HEALTH","2435 FOREST DR","COLUMBIA","SC","29204","Richland","0.964542","0.709498","0.886632","0.538282","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","1.288","0.319","2 out of 10","7 out of 9","7 out of 10","0.906","0.000","1.413","0.000","10 out of 10","9 out of 9","10 out of 10","0 out of 10","0.824","0.000","0.355","1.611","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","1.921","0.000","10 out of 10","9 out of 9","10 out of 10","0.805","0.004","1.194","0.340","6 out of 10","7 out of 9","7 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"420027","ANMED HEALTH","800 N FANT ST","ANDERSON","SC","29621","Anderson","0.964542","0.709498","0.645328","0.600840","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.637","0.558","0 out of 10","1 out of 9","1 out of 10","0.906","0.000","0.691","0.251","7 out of 10","6 out of 9","7 out of 10","3 out of 10","0.824","0.000","0.499","0.613","3 out of 10","0 out of 9","3 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.602","0.450","4 out of 10","2 out of 9","4 out of 10","0.805","0.004","1.064","0.620","3 out of 10","4 out of 9","4 out of 10","0.020408","0.000000","0.076923","0.010989","5 out of 10","8 out of 9","8 out of 10"
"420030","COLLETON MEDICAL CENTER","501 ROBERTSON BOULEVARD","WALTERBORO","SC","29488","Colleton","0.964542","0.709498","0.837904","0.556452","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available","0.824","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.577","0.345","6 out of 10","4 out of 9","6 out of 10","0.020408","0.000000","0.025000","0.023810","0 out of 10","0 out of 9","0 out of 10"
"420033","GHS GREER MEMORIAL HOSPITAL","830 SOUTH BUNCOMBE ROAD","GREER","SC","29650","Greenville","0.964542","0.709498","0.973318","0.578695","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.684","0.428","5 out of 10","3 out of 9","5 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"420036","SPRINGS MEMORIAL HOSPITAL","800 W MEETING ST","LANCASTER","SC","29720","Lancaster","0.964542","0.709498","0.876979","0.740846","8 out of 10","8 out of 9","8 out of 10","0.369","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.906","0.000","1.751","0.584","4 out of 10","6 out of 9","6 out of 10","Not Available","0.824","0.000","2.833","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","1.973","0.000","10 out of 10","9 out of 9","10 out of 10","0.805","0.004","0.590","0.415","5 out of 10","2 out of 9","5 out of 10","0.020408","0.000000","0.000000","0.061224","0 out of 10","0 out of 9","0 out of 10"
"420037","GHS HILLCREST MEMORIAL HOSPITAL","729 SOUTH EAST MAIN STREET","SIMPSONVILLE","SC","29681","Greenville","0.964542","0.709498","0.995255","0.653856","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.656","0.704","2 out of 10","0 out of 9","2 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"420038","GHS  LAURENS COUNTY MEMORIAL HOSPITAL","22725 HIGHWAY 76 EAST","CLINTON","SC","29325","Laurens","0.964542","0.709498","0.904075","0.690260","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","1.448","0.000","10 out of 10","9 out of 9","10 out of 10","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.935","0.929","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.000000","0.029412","0 out of 10","0 out of 9","0 out of 10"
"420043","MARY BLACK HEALTH SYSTEM GAFFNEY","1530 N LIMESTONE ST","GAFFNEY","SC","29340","Cherokee","0.964542","0.709498","0.928744","0.785334","7 out of 10","6 out of 9","7 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.784","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.805","0.004","0.665","0.523","4 out of 10","2 out of 9","4 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"420048","KERSHAWHEALTH","1315 ROBERTS STREET","CAMDEN","SC","29020","Kershaw","0.964542","0.709498","1.182478","0.643198","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","1.083","0.627","3 out of 10","4 out of 9","4 out of 10","0 out of 10","0.824","0.000","Not Available","1.726","0 out of 10","Not Available","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","1.415","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.990","0.354","6 out of 10","6 out of 9","6 out of 10","0.020408","0.000000","0.060606","0.000000","10 out of 10","9 out of 9","10 out of 10"
"420049","CONWAY MEDICAL CENTER","300 SINGLETON RIDGE ROAD","CONWAY","SC","29526","Horry","0.964542","0.709498","0.775825","0.487493","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.906","0.000","1.056","0.000","10 out of 10","9 out of 9","10 out of 10","7 out of 10","0.824","0.000","0.426","0.000","10 out of 10","9 out of 9","10 out of 10","0.710","0.000","0.000","0.516","3 out of 10","0 out of 9","3 out of 10","0.767","0.000","0.000","1.674","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","0.264","0.153","8 out of 10","4 out of 9","8 out of 10","0.020408","0.000000","0.057692","0.000000","10 out of 10","9 out of 9","10 out of 10"
"420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","555 E CHEVES ST BOX 8700","FLORENCE","SC","29506","Florence","0.964542","0.709498","0.706586","0.712696","9 out of 10","0 out of 9","9 out of 10","0.369","0.000","0.323","0.427","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.953","0.560","4 out of 10","4 out of 9","4 out of 10","2 out of 10","0.824","0.000","0.421","0.723","2 out of 10","0 out of 9","2 out of 10","0.710","0.000","2.331","1.928","0 out of 10","1 out of 9","1 out of 10","0.767","0.000","1.540","1.762","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","0.633","0.696","2 out of 10","0 out of 9","2 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"420053","NEWBERRY COUNTY MEMORIAL HOSPITAL","2669 KINARD ST PO BOX 497","NEWBERRY","SC","29108","Newberry","0.964542","0.709498","1.148555","0.499584","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.000","Not Available","Not Available","Not Available","Not Available","10 out of 10","0.824","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","1.059","0.000","10 out of 10","9 out of 9","10 out of 10","0.020408","0.000000","0.028169","0.011494","4 out of 10","5 out of 9","5 out of 10"
"420055","CAROLINAS HOSPITAL SYSTEM MARION","2829 E HWY 76","MULLINS","SC","29574","Marion","0.964542","0.709498","0.894855","0.566350","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.913","0.834","1 out of 10","0 out of 9","1 out of 10","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.629","0.451","4 out of 10","2 out of 9","4 out of 10","0.020408","0.000000","0.000000","0.033333","0 out of 10","0 out of 9","0 out of 10"
"420065","BON SECOURS-ST FRANCIS XAVIER HOSPITAL","2095 HENRY TECKLENBURG DRIVE","CHARLESTON","SC","29414","Charleston","0.964542","0.709498","1.065946","0.673089","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.366","0.559","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","2.972","0.000","10 out of 10","9 out of 9","10 out of 10","4 out of 10","0.824","0.000","2.691","2.281","0 out of 10","1 out of 9","1 out of 10","0.710","0.000","2.039","0.491","3 out of 10","7 out of 9","7 out of 10","0.767","0.000","1.029","0.478","4 out of 10","5 out of 9","5 out of 10","0.805","0.004","1.147","0.503","4 out of 10","5 out of 9","5 out of 10","0.020408","0.000000","0.007407","0.007042","6 out of 10","0 out of 9","6 out of 10"
"420067","BEAUFORT COUNTY MEMORIAL HOSPITAL","955 RIBAUT RD","BEAUFORT","SC","29902","Beaufort","0.964542","0.709498","1.092115","0.369681","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.906","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","2 out of 10","0.824","0.000","0.000","0.525","4 out of 10","0 out of 9","4 out of 10","0.710","0.000","0.667","0.838","0 out of 10","0 out of 9","0 out of 10","0.767","0.000","0.491","0.000","10 out of 10","9 out of 9","10 out of 10","0.805","0.004","1.370","1.109","0 out of 10","1 out of 9","1 out of 10","0.020408","0.000000","0.061224","0.016667","2 out of 10","7 out of 9","7 out of 10"
"420068","TRMC OF ORANGEBURG & CALHOUN","3000 ST MATTHEWS RD BOX 1806","ORANGEBURG","SC","29115","Orangeburg","0.964542","0.709498","0.891331","0.597515","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.215","0.505","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","3.742","1.086","0 out of 10","7 out of 9","7 out of 10","0 out of 10","0.824","0.000","0.497","0.979","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.767","0.000","1.026","1.169","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.796","1.303","0 out of 10","2 out of 9","2 out of 10","0.020408","0.000000","0.015625","0.000000","10 out of 10","9 out of 9","10 out of 10"
"420070","PALMETTO HEALTH TUOMEY HOSPITAL","129 N WASHINGTON ST","SUMTER","SC","29150","Sumter","0.964542","0.709498","0.675674","0.710976","9 out of 10","0 out of 9","9 out of 10","0.369","0.000","0.943","2.567","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.898","1.448","0 out of 10","2 out of 9","2 out of 10","4 out of 10","0.824","0.000","0.935","0.372","5 out of 10","6 out of 9","6 out of 10","0.710","0.000","0.000","2.100","0 out of 10","0 out of 9","0 out of 10","0.767","0.000","2.145","1.683","0 out of 10","2 out of 9","2 out of 10","0.805","0.004","0.547","0.493","4 out of 10","0 out of 9","4 out of 10","0.020408","0.000000","0.125000","0.000000","10 out of 10","9 out of 9","10 out of 10"
"420071","SELF REGIONAL HEALTHCARE","1325 SPRING STREET","GREENWOOD","SC","29646","Greenwood","0.964542","0.709498","1.027204","0.755567","8 out of 10","8 out of 9","8 out of 10","0.369","0.000","0.941","0.506","0 out of 10","4 out of 9","4 out of 10","0.906","0.000","1.912","1.130","0 out of 10","4 out of 9","4 out of 10","0 out of 10","0.824","0.000","0.828","1.020","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","0.762","1.299","0 out of 10","0 out of 9","0 out of 10","0.767","0.000","0.632","1.437","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","0.737","0.549","3 out of 10","2 out of 9","3 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
