Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,SUB-1_Measure_Description,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote, SUB-2/-2a_Measure_Description,SUB-2_%,SUB-2_Numerator,SUB-2_Denominator,SUB-2_Footnote ,SUB-2a_%,SUB-2a_Numerator,SUB-2a_Denominator,SUB-2a_Footnote , TOB-1_Measure_Description,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-1_Footnote,TOB-2/-2a_Measure_Desc,TOB-2_%,TOB-2_Numerator,TOB-2_Denominator,TOB-2_Footnote,TOB-2a_%,TOB-2a_Numerator,TOB-2a_Denominator,TOB-2a_Footnote,TOB-3/-3a_Measure_Description,TOB-3_%,TOB-3_Numerator,TOB-3_Denominator,TOB-3_Footnote,TOB-3a_%,TOB-3a_Numerator,TOB-3a_Denominator,TOB-3a_Footnote,PEoC_Measure_Description,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Measure_Description,EHR_Use_Response,EHR_Use_Footnote,HIE_Measure_Description,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH_Measure_Description,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_Measure_Description,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,IMM-2_Footnote,HCP_Measure_Description,HCP_%,HCP_Numerator,HCP_Denominator,HCP_Footnote,Flu_Season_Start_Date,Flu_Season_End_Date
"370089","NORTHEASTERN HEALTH SYSTEM","1400 EAST DOWNING STREET ","TAHLEQUAH","OK","74465","Cherokee","Hours of physical-restraint use","0.00","0","366","","Hours of seclusion","0.00","0","366","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","98.46%","128","130","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","99.23%","129","130","","Tobacco Use Treatment (during the hospital stay)","95.00%","19","20","","95.00%","19","20","","Tobacco Use Treatment Provided or Offered at Discharge","95.00%","19","20","","95.00%","19","20","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","96.67%","58","60","","Healthcare Personnel Influenza Vaccination","91%","29","32","","10/01/2016","03/31/2017"
"370093","OU MEDICAL CENTER","700 NE 13TH ","OKLAHOMA CITY","OK","73104","Oklahoma","Hours of physical-restraint use","0.00","0","6271","","Hours of seclusion","0.00","0","6271","","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00%","12","12","","Alcohol Use Screening","98.63%","431","437","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","100.00%","443","443","","Tobacco Use Treatment (during the hospital stay)","71.05%","27","38","","31.58%","12","38","","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","0.00%","0","26","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","100.00%","228","228","","Healthcare Personnel Influenza Vaccination","83%","45","54","","10/01/2016","03/31/2017"
"370094","ALLIANCEHEALTH MIDWEST","2825 PARKLAWN DRIVE ","MIDWEST CITY","OK","73110","Oklahoma","Hours of physical-restraint use","0.15","20.55","5760","","Hours of seclusion","0.09","13.08","5760","","Patients discharged on multiple antipsychotic medications with appropriate justification","61.90%","13","21","","Alcohol Use Screening","96.51%","580","601","","Alcohol Use Brief Intervention Provided or Offered","94.12%","112","119","","86.55%","103","119","","Tobacco Use Screening","99.38%","639","643","","Tobacco Use Treatment (during the hospital stay)","65.91%","232","352","","13.35%","47","352","","Tobacco Use Treatment Provided or Offered at Discharge","70.21%","231","329","","4.56%","15","329","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","99.39%","326","328","","Healthcare Personnel Influenza Vaccination","63%","82","131","","10/01/2016","03/31/2017"
"370097","SOUTHWESTERN MEDICAL CENTER","5602 SOUTHWEST LEE BOULEVARD ","LAWTON","OK","73505","Comanche","Hours of physical-restraint use","0.00",".45","6294","","Hours of seclusion","0.08","12.38","6294","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","Not Available","Not Available","Not Available","1","Alcohol Use Brief Intervention Provided or Offered","99.05%","314","317","","Not Available","Not Available","Not Available","1","Tobacco Use Screening","99.42%","344","346","","Tobacco Use Treatment (during the hospital stay)","100.00%","37","37","","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","100.00%","37","37","","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","98.95%","189","191","","Healthcare Personnel Influenza Vaccination","91%","77","85","","10/01/2016","03/31/2017"
"370099","HILLCREST HOSPITAL CUSHING","1027 EAST CHERRY STREET P.O. BOX 1409","CUSHING","OK","74023","Payne","Hours of physical-restraint use","0.00","0","3165","","Hours of seclusion","0.02","1.38","3165","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","97.83%","271","277","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Tobacco Use Screening","98.15%","266","271","","Tobacco Use Treatment (during the hospital stay)","61.82%","34","55","","34.55%","19","55","","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","0.00%","0","37","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","99.06%","105","106","","Healthcare Personnel Influenza Vaccination","100%","24","24","","10/01/2016","03/31/2017"
"370178","MEMORIAL HOSPITAL","1401 WEST LOCUST P.O. BOX 272","STILWELL","OK","74960","Adair","Hours of physical-restraint use","0.00","0","1217","","Hours of seclusion","0.00","0","1217","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","98.04%","100","102","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Tobacco Use Screening","99.02%","101","102","","Tobacco Use Treatment (during the hospital stay)","94.44%","17","18","","94.44%","17","18","","Tobacco Use Treatment Provided or Offered at Discharge","94.44%","17","18","","94.44%","17","18","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","88.46%","46","52","","Healthcare Personnel Influenza Vaccination","88%","22","25","","10/01/2016","03/31/2017"
"370183","HILLCREST HOSPITAL HENRYETTA","2401 WEST MAIN ","HENRYETTA","OK","74437","Okmulgee","Hours of physical-restraint use","0.00","0","1501","","Hours of seclusion","0.00","0","1501","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","0","0","7","Alcohol Use Screening","Not Available","Not Available","Not Available","7","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","100.00%","338","338","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Tobacco Use Treatment Provided or Offered at Discharge","100.00%","70","70","","100.00%","70","70","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Non-Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","98.13%","105","107","","Healthcare Personnel Influenza Vaccination","100%","22","22","","10/01/2016","03/31/2017"
"371337","EASTERN OKLAHOMA MEDICAL CENTER","105 WALL STREET ","POTEAU","OK","74953","Leflore","Hours of physical-restraint use","0.00","0","2112","","Hours of seclusion","0.00","0","2112","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","100.00%","156","156","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Tobacco Use Screening","100.00%","154","154","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Not Available","5","Use of an Electronic Health Record","Not Available","5","Interoperable health information exchanged with HISP","Not Available","5","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","98.82%","84","85","","Healthcare Personnel Influenza Vaccination","Not Available","Not Available","Not Available","5","10/01/2016","03/31/2017"
"374000","GRIFFIN MEMORIAL HOSPITAL","900 EAST MAIN STREET ","NORMAN","OK","73070","Cleveland","Hours of physical-restraint use","0.06","59.62","42042","","Hours of seclusion","0.00","4.82","42042","","Patients discharged on multiple antipsychotic medications with appropriate justification","25.86%","15","58","","Alcohol Use Screening","89.94%","322","358","","Alcohol Use Brief Intervention Provided or Offered","54.79%","40","73","","46.58%","34","73","","Tobacco Use Screening","96.98%","353","364","","Tobacco Use Treatment (during the hospital stay)","44.40%","111","250","","22.80%","57","250","","Tobacco Use Treatment Provided or Offered at Discharge","0.00%","0","230","","0.00%","0","230","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","56.82%","75","132","","Healthcare Personnel Influenza Vaccination","63%","220","350","","10/01/2016","03/31/2017"
"374001","NORTHWEST CENTER FOR BEHAVIORAL HEALTH (NCBH)","1 MILE EAST US HIGHWAY 270 ","FORT SUPPLY","OK","73841","Woodward","Hours of physical-restraint use","0.11","1","365","","Hours of seclusion","3.08","27","365","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","97.36%","554","569","","Alcohol Use Brief Intervention Provided or Offered","100.00%","124","124","","100.00%","124","124","","Tobacco Use Screening","100.00%","569","569","","Tobacco Use Treatment (during the hospital stay)","98.71%","382","387","","98.71%","382","387","","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","26.57%","72","271","","Healthcare Personnel Influenza Vaccination","66%","48","73","","10/01/2016","03/31/2017"
